[236.24495659 335.59805582],[276.62209136 330.40352516],[302.51587073 307.51080323],[323.67176811 284.17389479],[338.06193452 266.04467396],[278.53604759 261.25967904],[306.67623166 238.34699648],[326.53681285 234.00319012],[340.94552584 231.55569184],[259.02436071 248.29329446],[268.44714005 211.757203  ],[280.94605481 182.237754  ],[295.0695292 157.7094007],[238.53375506 244.68972287],[229.90293956 210.38455797],[229.50409959 181.14992842],[234.5323686  156.74478233],[222.03681298 251.77001954],[209.92676212 220.85905352],[205.56801542 196.35722069],[203.85742192 173.13993763]
[116.82663129 297.73299472],[158.93384726 285.85582901],[186.30241017 261.47817661],[202.71510969 231.46632619],[203.18558071 206.6781446 ],[160.10838923 212.53068083],[187.59989595 189.89551395],[205.984202   190.25190775],[219.1399793  192.30065036],[131.98658738 199.92746057],[142.51309291 160.84232557],[156.18830371 129.33669194],[169.43225318 102.92813654],[107.16929192 201.78059057],[ 97.74314593 163.84113521],[100.41772678 129.32065884],[106.67755049 102.09781102],[ 86.1208985  217.13376642],[ 66.57299361 182.32767202],[ 60.18506976 155.27820918],[ 58.36071149 129.73876086]
[ 77.40157409 305.78670685],[126.94289959 287.07580945],[152.66907331 261.01609052],[171.99447962 235.1178428 ],[177.3082723  214.31879381],[128.91463487 213.90197784],[159.21841862 192.42794533],[178.2315401  201.25069045],[186.87045505 209.56499462],[ 99.08713331 203.10045458],[106.7779117  160.26426343],[119.33194758 128.03332525],[131.1564798   96.69286389],[ 72.90270714 206.94922107],[ 60.49350211 165.05466699],[ 66.32244374 130.22128839],[73.35816552 99.76059986],[ 50.6665282  223.32056122],[ 27.2731442  187.77879355],[ 22.95839117 163.34711157],[ 21.65179351 136.77945051]
[ 56.21797453 324.74128959],[112.54742119 299.4940939 ],[141.68361484 268.78773671],[165.54410739 240.96962907],[169.97025337 215.15543696],[108.82491731 225.35329687],[132.41920748 203.59238718],[147.83491878 211.28004252],[154.78726816 220.44857926],[ 81.53768554 208.37892983],[ 89.05755233 165.79235157],[101.21246896 133.4172923 ],[116.03096703 104.24332779],[ 56.53866665 207.05905057],[ 46.51229675 164.69859493],[ 49.30646451 133.2455528 ],[ 56.75935115 107.76263373],[ 33.64631179 219.86870656],[ 17.7794402  183.18469287],[ 10.87317291 157.32965725],[ 10.06398119 133.94847025]
[ 44.81269052 331.297554  ],[ 94.7610103  310.86148785],[121.75227915 278.62732933],[138.15489714 251.31112583],[138.25626651 226.7576936 ],[ 94.77433872 236.49853285],[117.3164843  219.37218576],[134.23669418 231.93726962],[140.62303304 243.0503653 ],[ 67.84201855 220.94660067],[ 72.71789903 181.46078045],[ 83.53708483 151.39046143],[ 94.83524468 123.46399828],[ 44.44597053 218.02961647],[ 37.53494538 177.85996765],[ 45.02434579 147.38587405],[ 53.37532162 121.328883  ],[ 23.1742836  225.50944623],[ 12.03805675 188.51178493],[ 10.2327059  161.69808627],[ 12.58147383 135.10094211]
[ 41.16746272 338.86745585],[ 84.9653531  333.43825635],[105.77553014 309.44361543],[124.57965761 286.00120112],[136.8426374  261.49643336],[105.76595754 278.34435426],[126.19165412 252.16226098],[138.52159506 241.64558834],[149.69793991 230.38134157],[ 75.91580233 258.65528435],[ 96.0686783  212.28359354],[106.70881018 182.34816006],[123.28780186 152.32046208],[ 49.51924933 245.76417237],[ 53.67269061 194.18146857],[ 58.5737967  160.79662911],[ 72.23938606 133.28916607],[ 24.32234432 243.01459526],[ 20.14157136 198.43390864],[ 19.53982214 166.19201721],[ 26.44295571 136.03082238]
[ 51.4742727  358.55553276],[103.61138579 329.91679838],[135.14464339 303.03417456],[155.88196865 278.83383758],[160.36141666 255.36099578],[110.17938113 272.87398216],[139.56993634 249.75737245],[158.63681501 258.25428095],[167.28946608 264.44634527],[ 78.98893662 262.02694164],[ 87.80360704 209.90336271],[100.92737931 171.95479812],[113.43504858 138.0387766 ],[ 53.9245099  257.96365849],[ 43.86801254 209.11655508],[ 49.46631921 174.63116309],[ 57.04569263 147.25536348],[ 35.2573203  264.16963458],[ 19.30033787 222.07963956],[ 12.83335531 197.58551239],[ 10.42434036 175.40908658]
[ 65.65862578 366.46415555],[108.86706433 343.14609898],[141.21805356 311.03299529],[169.36415093 281.99461631],[178.4421545  257.67646226],[109.18345737 264.04422996],[135.10237748 237.28553605],[154.36352923 249.87217461],[163.41306498 258.9770661 ],[ 81.63370191 255.33317351],[ 93.42315231 212.23970659],[108.1513841  174.99689169],[120.9775569  141.25693073],[ 58.17866117 257.38349206],[ 53.23344015 221.34157599],[ 55.56522551 187.68861696],[ 59.32186625 156.4951943 ],[ 40.11795483 272.70842318],[ 24.54047773 243.19219865],[ 15.79371421 225.66071829],[  7.77165695 206.23190934]
[ 67.04925021 367.72176894],[114.9559839  341.99788725],[149.99948462 315.92930975],[174.80572815 293.2893678 ],[180.99260968 273.12360645],[114.35461214 271.62234052],[141.91575613 251.7681271 ],[163.30185876 264.6550241 ],[174.73226709 275.55013681],[ 86.77712165 261.55409918],[ 99.3539774  219.61875841],[112.43458478 184.09035437],[125.78503095 151.03236419],[ 63.26729505 261.86226778],[ 56.26360014 227.1159583 ],[ 57.57898677 191.71680747],[ 61.8728598  160.68879624],[ 44.32710026 276.78091114],[ 27.46424929 246.90271921],[ 18.51361388 224.15305462],[ 14.12939331 200.5443969 ]
[ 96.88893874 358.83624488],[132.87958494 346.13532334],[162.10252217 319.31138925],[182.29106572 293.61966871],[186.29479828 278.34984393],[130.78949213 271.08798136],[155.49459152 249.22804519],[173.1382032  254.46660653],[184.47057782 259.14135247],[104.7370928  263.28430135],[112.17487642 225.30159204],[123.4891189  193.79882155],[136.58475092 163.58423213],[ 81.91400758 265.54596485],[ 70.37253804 233.61879338],[ 69.1492321  201.31422002],[ 72.02593003 170.45150932],[ 62.22952788 280.09988289],[ 44.44516302 252.44192384],[ 36.43043276 230.37063218],[ 31.95346761 204.84749519]
[115.60598948 362.69005502],[152.49573941 347.1765661 ],[178.80972078 323.4262044 ],[193.27731943 299.76309832],[194.99011991 285.01734673],[146.91224366 273.35273211],[171.26106948 253.58738975],[189.93966168 259.57502681],[202.7475945  263.81134891],[122.3315425  266.39566466],[128.29943295 232.70690247],[139.4029643 200.835278 ],[150.6746306  172.59456638],[102.64577656 269.31318251],[ 88.77075458 240.22579365],[ 86.21979727 208.31544984],[ 88.68957345 179.40696953],[ 86.36787136 283.8998986 ],[ 66.54792317 259.0433597 ],[ 56.08572173 237.65432142],[ 50.07517946 214.31749331]
[126.07462709 365.86615368],[160.9245042  354.72102658],[191.49711371 331.02476242],[210.47170874 307.37267965],[209.16858419 293.50086352],[157.86654048 281.4597482 ],[187.91165533 262.06114531],[204.48806285 270.70812682],[213.8767317  278.32607135],[133.37965447 275.19128737],[140.74557848 235.88400554],[154.34018782 201.89630383],[166.76168398 172.49120742],[111.57101144 278.60204997],[100.38454039 246.99288099],[ 98.76337886 212.9477013 ],[100.63881617 180.86882696],[ 94.48604698 291.76454558],[ 77.0382705  268.81019043],[ 66.99433373 249.82712556],[ 61.11195077 227.09561172]
[145.01263575 379.84456264],[178.46460996 365.7437644 ],[206.51423711 338.30639251],[222.35900111 314.10461986],[219.28181996 301.76526221],[171.5133676  292.39121528],[196.38186131 271.62842891],[211.47683431 283.7128293 ],[219.33626431 294.99050307],[147.73038589 285.96334167],[152.54913145 246.77264965],[163.48800724 213.01588972],[173.32258752 183.80933144],[127.40515549 289.65549509],[114.47904065 256.73537148],[111.56671043 224.30202922],[113.18702033 194.81889868],[112.80301632 305.21978251],[ 95.01790274 281.99653776],[ 83.5338612 263.5266875],[ 76.29654636 241.73871554]
[159.90316226 374.9691535 ],[192.71874674 362.80336373],[220.21218718 335.05995094],[237.32363861 314.03664256],[237.54927718 306.33443158],[185.37371547 288.04533044],[211.73219137 270.72441974],[230.30396934 285.1273611 ],[240.43429207 301.3050961 ],[164.26237928 287.22868692],[173.70169473 245.62836968],[191.46797805 210.48866283],[203.49832015 181.64935228],[143.19548231 296.30458734],[134.03177291 260.19071278],[135.85241272 226.58967644],[136.71806662 199.49285725],[128.06144162 315.17351092],[112.29163862 290.90820648],[101.10456573 269.5576513 ],[ 92.1336762  247.82462448]
[174.36260567 383.31709377],[212.50143937 363.23172318],[239.86027324 333.84338552],[253.87539894 313.81856587],[252.51554755 305.43708611],[202.12501543 286.89523054],[231.67383637 264.31651118],[252.20351221 277.69821876],[260.94337542 294.32552158],[178.82517386 287.1955965 ],[189.62049738 243.35683341],[205.33824198 206.5741525 ],[213.99477073 175.91158641],[157.11965753 296.88866143],[149.59600206 259.02698337],[150.18208668 224.93100797],[148.92141017 196.34814713],[142.54714912 315.73302977],[128.17412089 290.14550864],[118.4516012  270.65749683],[109.21042671 250.83625338]
[193.04171659 376.40337418],[226.94708451 359.81762722],[254.21721768 333.84031902],[270.61820041 313.78720179],[268.665896   305.54955732],[218.83921753 280.58550422],[246.90271573 260.84387857],[266.81192908 273.11195383],[274.27000896 288.55124058],[197.36055535 283.98190648],[204.98721565 239.62580684],[222.03089918 203.37704952],[230.20315895 175.02615588],[178.41412344 297.09128419],[169.03282804 260.13897247],[171.19502122 226.05504987],[170.0431906  198.36176749],[165.13565867 317.86072631],[151.50842607 294.69439445],[144.26877221 275.78569954],[135.47354648 257.22895076]
[212.69121808 378.43556764],[243.73812941 367.11718786],[271.42948074 337.43467312],[287.37565206 313.99675225],[290.91390254 301.7927377 ],[237.90748405 285.56502557],[262.54613153 267.50033926],[284.70552629 268.86008621],[298.91438867 271.58044546],[218.30967162 281.94065651],[216.32277509 238.08324317],[225.79049773 204.67179064],[233.26033257 178.51675681],[202.3283302  291.07987051],[191.94342013 254.68943022],[193.46651459 221.70895694],[195.64034339 195.78392173],[189.24563723 311.20095738],[174.376135   285.66595788],[166.37785119 264.12088721],[159.52899327 244.87623276]
[230.1132216  385.86421105],[260.4160346  372.44815946],[286.54191538 348.95093267],[305.06891705 325.82933067],[314.81845557 313.40278953],[252.52463445 296.11025565],[281.43612821 275.93022477],[307.50673251 275.89895665],[323.10619155 279.1169887 ],[235.77669955 289.18101725],[233.93200136 244.51607074],[243.7965868  209.42178027],[251.31099615 183.2207573 ],[221.69053539 295.46805787],[209.28221016 256.5383808 ],[210.25260417 223.41771996],[211.45220257 197.32979898],[211.0099959  313.68413733],[198.21199212 285.17249345],[191.73223666 264.31374819],[183.5678253  246.90415351]
[246.55154302 384.63276132],[282.57689054 363.68823342],[307.15742312 341.67998052],[326.08958245 324.58261362],[335.67678792 313.53273227],[273.80044095 300.58934031],[301.41667525 282.67088565],[326.77284569 293.7304245 ],[342.53394302 307.3312202 ],[254.67537336 297.98117609],[250.60812368 253.14243025],[260.10574219 219.633156  ],[268.99011292 193.16851216],[240.08247566 302.986449  ],[223.43065786 263.4094583 ],[225.94752769 233.80393046],[231.941869   210.50971144],[229.33634263 316.37499894],[214.34538729 284.78805586],[207.14734527 262.96768895],[201.21879654 245.60380821]
[262.20006073 380.9568043 ],[300.76051232 366.55787244],[323.41435715 345.59416116],[340.84020587 328.56253219],[349.3895475  319.03382936],[292.07586908 303.88871216],[315.74474238 288.88870507],[336.41739621 297.76446421],[351.79037781 304.07916682],[271.07446065 299.59271717],[270.36123753 260.50455651],[280.26233781 229.11783244],[289.52695215 201.85260989],[254.79496081 301.27761785],[239.80385704 265.88576128],[240.35889088 234.4639778 ],[245.28932218 208.20156219],[242.11136924 311.95792526],[227.34245437 284.59411579],[220.68457916 263.62439321],[215.78825126 244.1299278 ]
[282.42194845 380.59706464],[319.68607437 364.14236513],[342.44722849 344.20040195],[360.75284637 327.2120405 ],[368.56508995 314.59829642],[305.86170304 293.79751136],[326.16226257 271.88192356],[353.2061224  282.42334385],[373.05688973 294.36399466],[288.99878122 292.06532211],[285.9027189  251.80107208],[295.71890091 222.18695579],[303.94377553 197.44060572],[274.89628183 298.89310485],[257.34061748 262.83312126],[253.34037994 234.23325459],[253.66290596 211.04412933],[264.3323575  313.07576793],[251.54903483 288.47272277],[243.28763008 267.2464016 ],[235.1026261  247.91589751]
[302.45371325 377.77634248],[335.33181265 366.02480611],[356.7981951  345.43271509],[374.56147601 326.57992538],[383.49315276 310.54853793],[325.80558556 295.4844355 ],[346.3025107  274.45447788],[368.92977522 283.82410448],[385.60414849 295.08954716],[310.17720048 292.4306905 ],[312.4920076  252.41806065],[322.52691114 222.79680345],[331.54959475 195.61971788],[296.60799262 297.62296677],[284.85429346 262.23442743],[280.65192411 233.36411655],[280.17551298 208.99505495],[286.5378307  311.57406435],[273.79418051 286.04509856],[267.03351223 264.86907095],[261.69857416 244.09177517]
[318.39320177 377.02943328],[353.06396177 361.59515297],[373.72690711 340.7653223 ],[391.33804018 323.6036013 ],[404.8646557 311.2346411],[346.29564488 292.43798576],[364.41576927 278.90484913],[383.36220698 293.37446488],[398.1330536  305.50322839],[330.4073968  289.18003101],[334.27030083 251.93603239],[344.25237885 223.47582258],[354.18735039 197.32624857],[316.21061083 294.19340869],[303.88919877 260.80861956],[300.57044759 231.46164659],[301.71025212 206.20479661],[305.73047761 307.95128465],[293.1350171  281.87343691],[285.92634447 258.98929833],[281.87459252 236.78341968]
[336.16885877 376.98711452],[368.22936536 364.66971665],[390.13584417 344.63586557],[410.05331578 329.76125798],[425.31857038 319.95794713],[364.51745526 295.02447926],[386.60500263 286.71603806],[408.03596755 299.4856931 ],[422.5320344  310.03764681],[349.32810845 290.29496534],[353.89793357 257.39100245],[363.94713485 227.30551778],[374.51143229 202.34284307],[335.73132993 294.22371915],[321.23961602 263.1095014 ],[317.52349207 230.03054419],[318.57876375 203.16019185],[326.69779387 307.08607226],[313.83791877 283.10488855],[306.63660241 258.80518398],[302.18862317 235.99804932]
[350.13080285 367.5745942 ],[379.47264513 356.89267356],[399.95177177 341.65626472],[419.36671631 331.19553275],[429.55984798 329.21824908],[381.77567963 290.45415367],[403.30702537 276.3714428 ],[419.7239315  285.74151984],[431.37500878 292.27632399],[365.30531836 288.20602785],[369.1626318  252.95238465],[375.66153512 222.11799186],[381.62596194 192.8172601 ],[351.03250439 293.57830343],[336.911115   258.32659858],[335.02138613 225.60510131],[337.87399255 197.55829868],[340.48839937 304.55614536],[323.25899418 275.56162829],[314.70185002 253.65409101],[309.6754106  234.54018578]
[357.60541119 362.39770212],[387.50993993 353.32335999],[409.06005199 334.18109857],[428.82653904 324.14311813],[445.77385792 322.58980068],[385.23471905 281.06448777],[405.29126876 269.03904128],[425.08363131 277.69325237],[439.93880456 285.80158174],[372.9725495 278.1608417],[379.35188397 244.90726409],[392.48430373 220.69933526],[406.53076534 198.98781374],[361.37779645 285.64870626],[351.12881473 254.69680236],[345.77082194 225.62830197],[344.55494659 199.9674859 ],[353.45011778 302.68278745],[340.14912413 281.03642228],[331.08074556 260.47945191],[323.21920981 238.91284112]
[373.88924792 372.89049977],[402.63855562 364.06685559],[426.0842863  344.79169592],[448.29269729 333.39262501],[464.92877569 330.5267911 ],[405.10518483 292.60269719],[426.80715611 282.81494646],[448.23743897 300.14043377],[461.75028037 315.9708862 ],[391.33157119 287.95180731],[392.88150462 249.9173995 ],[402.58327643 218.84106497],[413.80518341 193.38029799],[378.59242668 292.74718067],[367.33571298 257.95264395],[366.08405321 225.76062027],[367.26380114 200.10216118],[369.01075687 305.72068607],[357.25999812 278.94360087],[351.58882021 256.04915925],[346.21791068 235.85737233]
[379.90498868 349.84022265],[404.63902881 337.17942041],[420.38250838 319.69613037],[439.81863301 309.08055365],[458.93353947 307.61892768],[402.79396275 272.51650757],[417.72275712 243.04242007],[432.19933663 232.97085475],[445.22430908 227.87435106],[392.91931923 271.5382576 ],[400.82671623 237.96311037],[409.18200503 216.69921832],[419.2066326  198.42568488],[382.47706183 278.11065442],[370.87473207 248.74639567],[364.38374778 224.95789395],[363.23502516 205.06298155],[375.2470064 292.7421554],[358.5224767  269.88373343],[349.79651092 252.4418844 ],[344.11177914 235.20127944]
[372.78999583 350.18268666],[393.99428635 339.74175095],[411.91217566 322.70215486],[427.54045737 311.22909806],[438.96369418 304.92136795],[396.91418921 271.64728368],[415.64328255 246.83289545],[429.36500753 238.89073529],[442.8401677  232.87394664],[382.4123737  266.83470043],[392.06833547 229.33733331],[397.18398014 202.0174834 ],[406.62298519 179.28424163],[370.8377756  270.36086521],[368.64636392 240.67815791],[365.34049183 214.66496655],[367.15188787 191.72287253],[359.84350552 284.20955734],[351.35676656 259.83280045],[345.35451259 242.88525615],[343.0156779  225.72237039]
