[254.18976659 318.31015989],[288.41137275 311.66634403],[311.25388472 287.14028272],[328.01199899 268.44476252],[345.61948986 254.36805374],[284.48386507 245.92417528],[295.82839089 213.12409155],[303.10940406 192.12138515],[307.69622013 174.14356628],[262.89396296 242.29141814],[264.44291995 205.48586469],[267.36807694 179.96230533],[267.71957721 158.69650916],[241.95457728 245.67057373],[236.7496589 213.3663674],[235.18417017 190.33035477],[232.45121501 170.88920642],[223.97484883 254.65919978],[212.53070691 232.63878747],[206.54240685 217.81178994],[200.48358285 203.44381702]
[501.38566633 305.72107154],[526.03373849 307.10293276],[549.16701364 285.88138373],[566.84088087 267.40661624],[582.26474239 257.70141427],[533.95602187 254.57446523],[550.78951407 223.33442299],[561.01406741 206.6829344 ],[568.08286496 192.13211119],[514.62137413 244.24484846],[525.66673275 211.82968149],[532.9398327  190.35650278],[538.15768868 172.26204796],[494.7804197  242.91245894],[498.75719125 212.56763199],[502.2818472 192.1485551],[505.08354301 176.2317313 ],[476.93022621 248.01211552],[475.50367523 223.93221684],[474.84956726 209.84181141],[474.4194708  196.54606707]
[494.90101217 322.78869836],[520.44701698 319.90293575],[544.47888313 298.05630695],[560.06445869 275.73975797],[570.13761486 261.06295362],[527.8923765  263.71437936],[541.92776488 230.35725782],[547.55299357 212.49207168],[550.48479143 197.47593756],[507.32116408 256.52742238],[515.19656753 220.95640507],[519.11133106 200.16780879],[521.99476387 185.21244423],[487.30190526 257.84694066],[486.85936538 224.72589478],[487.39830569 204.19119807],[488.75694377 189.640837  ],[469.5182075  266.13193399],[462.01820739 238.7216698 ],[461.14562444 224.77158588],[462.5624319  213.20425246]
[490.0661409  337.71232367],[515.97856742 337.08990632],[540.0657225  316.22981477],[557.43868712 295.86534724],[570.35614267 284.24084985],[519.79637047 278.76648569],[532.15822482 244.48245555],[539.21299422 225.65686094],[543.5080459  212.07738114],[499.39243283 270.31012708],[506.23597984 235.15343042],[511.63930328 214.68760809],[515.5660034  200.92226854],[481.39256955 270.52833874],[479.52420804 239.07723231],[479.78716145 218.07117673],[481.68434491 203.48432383],[465.005451   279.14963806],[455.93697223 254.82771391],[452.83745496 241.59901328],[451.47943893 231.03580371]
[479.98398176 356.72713871],[506.56948586 354.06175145],[532.74496051 333.10006573],[550.15396465 314.57745336],[567.55676307 305.30392542],[510.86835771 292.68924366],[522.23537884 262.60622375],[528.87526568 243.96012296],[533.75591992 228.47869538],[491.06184194 286.71924712],[495.31000254 252.33317424],[498.31677397 229.81047288],[500.92444733 212.93199638],[471.83711119 288.91879059],[468.64947791 258.59158747],[466.68009691 236.90027762],[466.53122936 221.05243398],[455.33705782 298.6751474 ],[445.44861564 273.86250598],[441.06698553 259.10742808],[438.24236325 246.50157608]
[473.95149836 365.36594468],[499.59807918 363.32233645],[522.3673398  340.68810786],[539.45076051 324.70977098],[553.73842086 319.48000179],[499.08562545 302.0996453 ],[508.71384585 271.25858441],[514.13707974 254.08204422],[518.05790593 240.59820837],[478.64680178 295.42529795],[480.8098656  262.02139925],[483.97410286 240.61271545],[486.74886128 224.3647998 ],[461.0638644  297.18350298],[455.99491524 267.83664943],[452.30006424 246.80866597],[451.25701522 230.46933607],[445.83783927 306.72565507],[432.8821338  286.76711722],[425.29786427 275.44919837],[419.98593467 264.67388536]
[460.31787127 370.0249594 ],[486.93144661 370.84460436],[509.92526012 352.93106233],[529.56777436 339.57426297],[547.77184042 337.72938004],[486.0000304  313.80366496],[498.24930466 285.43170361],[503.78200124 268.20175214],[507.52478294 255.16581735],[465.77164294 307.97785899],[469.52391706 274.09657207],[471.17012431 253.60609213],[473.37816391 240.64137629],[447.82290828 309.62968686],[442.38166592 280.44443925],[438.24176443 259.82848192],[436.14690993 244.87765648],[432.66692223 318.07047558],[418.01764753 299.41688214],[409.3338022  288.29112274],[403.20954453 277.84645228]
[448.16479843 387.88438374],[476.91961863 385.76052743],[498.25760313 365.74318942],[514.75564154 352.87563901],[531.52622065 353.26027533],[473.45340659 326.40827819],[484.56452486 299.31947016],[491.87972537 283.85515939],[497.59985608 271.90397555],[454.21529748 322.52843548],[458.04146804 290.67905581],[461.77065414 270.15125326],[464.51038035 255.66096839],[436.65328455 326.06601971],[430.69033242 297.69781262],[426.09733946 276.2047062 ],[423.21097007 260.2503552 ],[422.23903468 335.65044729],[410.05296766 316.73525655],[402.53631598 303.38446832],[396.02356743 291.3816255 ]
[441.34511654 398.33918163],[467.04814806 396.38932765],[488.66885193 374.4886721 ],[506.99992996 358.22739672],[526.60195414 353.17379912],[466.85722477 335.04437656],[478.00276151 308.73641245],[484.83754048 292.71109894],[489.16543657 279.90019872],[448.85729718 329.83320436],[454.39284082 297.07061788],[456.89341133 276.91187977],[458.57001192 262.58248955],[432.08969398 332.14055191],[428.24514859 304.63078832],[424.2311471  284.03424515],[421.35524204 267.92022678],[417.48245338 342.50445717],[405.24760867 323.75038715],[397.62587983 310.74785158],[391.94588433 298.94159377]
[430.7862693  406.58322931],[456.87535854 401.15682254],[474.72750702 379.95796721],[487.1696763  359.83800138],[499.29161275 346.39274174],[457.92945264 348.36273347],[467.40686938 319.50018179],[473.20540326 302.9756937 ],[476.7680557  290.04511778],[440.00435018 342.51006186],[440.62174038 311.63679801],[443.6054889  291.94815172],[446.56388823 276.45336234],[423.82928092 344.28547372],[420.90427923 316.81684126],[420.50063485 297.493123  ],[421.13844495 282.2063299 ],[408.53921427 351.13376175],[402.49556272 330.94086153],[400.99264181 316.56072158],[401.31550251 303.40433849]
[416.46365701 411.53121027],[444.87826801 404.15318048],[461.69827921 383.77549731],[474.00209642 363.97580622],[486.85730347 349.61778888],[447.85915609 349.12934682],[456.15978021 324.4124839 ],[460.94696657 309.17506008],[463.23580876 296.92137444],[429.77937345 344.449828  ],[432.96866215 316.51507453],[435.39371721 299.20641802],[437.90336271 285.20546369],[413.26235791 347.429341  ],[412.41289512 322.78043854],[413.08378197 304.84802612],[414.79089295 290.1179273 ],[397.87314763 354.30686719],[396.43399934 334.41839096],[398.90980713 321.2892281 ],[401.59348955 309.900974  ]
[404.64010114 412.3744763 ],[432.3113753  401.66595057],[447.15783873 380.36139546],[455.94741819 363.50638559],[467.7443483 351.4325036],[431.74219012 355.32914041],[439.1805988  331.93930605],[443.20872512 315.78865275],[445.47377134 301.98045736],[414.7185484  352.12888828],[416.69047721 323.81281982],[417.78851711 305.65770462],[418.30552262 290.58796942],[398.26973757 354.92817325],[397.09693979 329.61629478],[397.5431359  311.53519791],[398.86232714 297.84219822],[383.41259112 360.96942537],[380.71146553 341.53504076],[382.91684754 329.71398152],[385.8465326  319.32087406]
[389.36300107 414.28820256],[415.14063972 405.7454223 ],[429.85118635 382.40395922],[439.83741842 364.49723965],[455.20056435 351.13344234],[412.03029639 354.87657132],[417.30932701 329.42307595],[420.7404304  313.77532983],[422.83631909 300.39175892],[395.43701815 352.2555237 ],[395.56101516 323.9279672 ],[397.67818133 306.11548634],[399.96614913 289.10819386],[380.90762668 355.04768191],[378.43719217 331.87522294],[377.72210969 313.27351903],[378.34583372 296.27818737],[367.73243368 361.89950702],[361.09938992 345.96856325],[358.33577497 332.59990657],[356.43275151 318.86856815]
[370.91743746 410.26002776],[397.28354425 402.2109117 ],[413.476447   379.84137675],[422.55385598 363.75814845],[435.29023265 352.03953547],[393.79459683 351.45825501],[398.78709051 328.39957052],[401.74922633 312.34612887],[403.7052339 297.8664583],[376.13307107 349.93125944],[374.28989742 321.99255798],[374.43940281 303.77077122],[374.63048931 287.44244982],[359.75634887 354.34408671],[355.43797791 329.2852763 ],[353.9969762  312.23486156],[353.53940216 296.99936854],[346.32002814 364.15959804],[335.80813913 347.7030123 ],[329.14336768 337.33702266],[322.78807336 325.62169401]
[354.53800002 413.59681333],[377.63280232 405.40709277],[396.40098291 384.1447069 ],[406.34607595 366.68051152],[418.56026572 356.00609852],[375.75362293 349.95342295],[380.95224676 326.14021782],[384.02697361 310.46764922],[386.08064477 296.89348075],[358.77637138 346.75174265],[359.19052407 317.99258186],[361.58406807 300.52847002],[363.4903743  286.80723966],[342.11769449 350.73356459],[337.3354296  326.19667006],[334.96654856 309.11730757],[333.21337843 294.23743177],[328.46384208 361.47919153],[317.22712977 345.47983245],[309.43751293 334.94966761],[303.67813409 323.53092517]
[336.0570072  415.85404958],[358.94113204 408.66518968],[376.57296737 385.14442386],[388.44394592 369.26983226],[401.96358199 359.28021037],[358.23347782 352.26185799],[363.66872636 328.2421609 ],[367.12096246 312.78696656],[369.9879039 298.3671103],[340.65985593 349.95524951],[339.11312952 321.47243674],[340.05968016 303.96788224],[340.72537903 288.633624  ],[323.64670114 354.07516062],[319.00644071 328.34034886],[316.24378514 311.29831109],[314.77300267 295.46022987],[309.34290906 364.09605217],[298.43343837 348.05999767],[291.1646213  338.30472812],[285.51121585 327.11143226]
[321.71530999 411.6860443 ],[346.48283643 407.16376843],[363.51977351 385.60745875],[374.52235482 369.80352179],[386.93074827 357.93242224],[343.20737798 350.57489333],[349.09472254 329.1063905 ],[353.81275499 313.92291722],[357.82358773 300.18291303],[326.12860113 348.90315098],[324.92731438 322.76180764],[325.08062239 304.82162471],[324.23021202 289.11426665],[310.0586249  352.71192906],[305.98980811 330.10211906],[304.23466234 313.49645697],[302.34931459 297.43729434],[296.53964274 361.80528106],[286.34437191 347.50465342],[280.06427002 337.07418908],[273.78401732 325.21150544]
[306.3436945  411.58625071],[330.06948824 404.25582362],[346.35410196 385.0950563 ],[358.35965107 369.40277658],[372.31201712 358.16288806],[328.22456994 351.80863886],[333.82000683 327.62668601],[337.67203029 310.57550317],[342.07048072 294.74570079],[313.10403486 350.59005533],[312.12431166 322.38965094],[312.46274528 303.00761957],[313.65042412 286.2022348 ],[296.70021574 354.81780469],[292.13598235 331.3013757 ],[290.05482352 314.54656756],[288.87813382 298.49051345],[282.48968541 364.16406433],[271.13072338 349.09749796],[264.75665472 337.62687811],[260.49438841 323.70604203]
[291.41343503 413.63070915],[316.59236963 407.13402388],[333.81629883 386.14855143],[344.49720266 370.88859641],[356.69558354 359.59059062],[315.38759612 353.13528445],[322.65135991 329.3968967 ],[326.99847071 314.07316079],[330.3501732  300.82797331],[297.63955541 350.99513805],[298.00236555 323.62220814],[299.36208215 305.78184616],[299.66525029 290.88352586],[280.24470754 354.53772709],[277.05089676 330.17463602],[275.84744717 312.84425549],[274.97955727 298.06408492],[265.83774644 362.79001518],[256.78831002 347.63154447],[250.80313058 336.23876382],[246.16681249 324.46409047]
[275.03959699 418.42400771],[299.80051748 409.59694353],[317.36939013 390.27459817],[329.70656333 376.15950141],[342.36883174 364.33695438],[298.72627667 357.50747602],[308.07883251 333.56070962],[313.55566948 317.22197607],[317.70800129 303.09558017],[281.70087964 355.47116686],[281.24078861 327.664191  ],[283.30999746 308.37050994],[284.52213421 293.0651006 ],[265.7243223 358.9292203],[263.00743738 334.09332945],[262.54825686 316.06883743],[261.09665686 300.98320352],[252.46970888 367.39182549],[243.4769435  351.64120418],[236.74769605 340.43386718],[230.42347106 328.77934239]
[259.94120674 417.78730744],[285.37270258 410.83433278],[303.44390195 389.80258906],[313.98936943 373.41503528],[325.43761387 359.20732349],[284.30247078 357.08601832],[291.06435736 332.23623349],[294.9540815  316.10632347],[298.15016391 301.71308962],[267.43970044 355.71426349],[267.17487035 326.92542235],[267.9097146  308.30688794],[268.4792515 291.1295864],[250.41882764 360.25794883],[247.1268698  335.13497761],[244.9049403  318.23432636],[242.95914977 302.01374941],[236.11495017 369.36223862],[226.50927434 353.29526049],[219.79186387 342.37514272],[213.71476307 329.22239156]
[248.99681809 415.93701866],[273.13511461 408.65251217],[290.63907921 386.98496706],[301.50550336 370.19641219],[313.24252331 355.44057407],[271.29658251 357.69770197],[277.32876286 331.43383383],[280.07223189 314.8280956 ],[282.31287479 300.77883004],[254.27856777 356.62612808],[252.48579049 326.50297167],[251.68416206 307.29453995],[251.05157676 290.40746317],[237.97945513 361.08084142],[234.09200513 334.65989292],[231.17065614 317.15438365],[228.72119228 300.73705377],[224.47773053 370.02409308],[214.61683282 353.07600528],[208.48815127 342.92201633],[203.18383175 331.58143507]
[231.66552821 415.25414377],[255.48026456 406.21470393],[272.49739166 386.81713848],[283.87663906 371.30538872],[295.12539275 355.36459323],[254.02176048 358.50106946],[260.58104042 332.34574084],[263.95135364 315.18397077],[266.93602152 300.17342661],[236.45022031 357.28736056],[235.92330822 326.80130251],[235.62932707 307.53499224],[235.01823361 289.3247487 ],[219.78316895 361.45026156],[217.12112252 335.05605628],[213.51842802 318.43911513],[210.73386915 302.13943614],[206.49742943 370.02146272],[196.19608133 353.74425963],[189.36301774 343.6119373 ],[184.48511384 331.12924074]
[219.06519207 414.58466424],[242.79602831 405.77038936],[259.33710953 385.92790229],[270.6807906  370.72261119],[282.70245087 356.83560424],[240.3595773  355.40264317],[246.86232347 329.6137691 ],[249.11837524 311.97948977],[251.60642318 297.25359528],[223.34327764 355.70643918],[221.70093684 324.53999828],[220.44692488 304.18369809],[219.41362462 286.55865425],[207.27679489 360.45008713],[203.301818   333.97545716],[199.66702549 316.57715333],[197.35002494 300.73437454],[194.11778123 368.88902706],[182.40463938 353.165128  ],[175.73342448 342.57506949],[170.97218763 330.64204796]
[201.91034466 410.61477079],[226.05474028 401.81441893],[242.13809953 381.93555865],[252.72859886 365.61318903],[263.52053784 349.91920321],[220.14868286 356.69115496],[222.91579357 330.25692986],[225.01392296 312.65881935],[226.98672402 297.72049644],[204.21683897 357.66264985],[200.37125424 327.61407365],[198.98150799 307.78206661],[198.43072276 290.22889205],[188.42954571 363.44687112],[183.05657461 338.56003623],[179.50926276 320.30996449],[176.44689705 303.19917158],[175.82653313 373.37298351],[164.83662767 358.55253105],[157.97234569 347.76150599],[152.2827843  335.11768056]
[179.30061628 415.31243403],[202.45593462 406.07507818],[218.39975815 386.15820493],[228.9906946  367.29430829],[241.28734056 350.24520092],[198.35341455 357.49280336],[202.10000696 329.25131104],[203.67430321 311.68182812],[204.22641667 296.45190928],[181.58490987 357.25299621],[178.04357512 325.8409915 ],[176.24130958 306.51202138],[174.4653979  289.12028257],[164.82118642 362.18494577],[158.09931138 337.77023431],[152.89509246 322.06664593],[148.06020668 306.40804868],[151.45881706 371.95902527],[138.76177742 356.79409041],[131.10797352 348.12114879],[124.95307006 336.59055776]
[166.4607922  418.02031869],[187.63959464 407.31551841],[202.91394745 386.42057545],[212.47980804 369.38214114],[222.10006589 354.41573125],[183.2125474  356.66220127],[187.43714125 330.52882005],[188.81803557 314.19375827],[189.82231062 299.05188876],[165.5411197  356.86776326],[162.35017391 327.98818223],[160.96104817 308.58512725],[159.933476   290.67544618],[149.19821311 361.79017918],[142.49727272 339.51258806],[137.42552465 324.19519592],[133.59554503 309.08190634],[135.86574941 371.42615926],[122.45330484 358.53164875],[115.04223547 351.19285276],[109.52486092 341.46444037]
[146.76078442 421.12785841],[165.19131907 407.6139595 ],[178.27227527 387.01898696],[188.08576356 371.32892042],[198.71912669 356.18647918],[158.57132167 357.22060725],[162.78016483 329.46105952],[164.26892361 312.4669028 ],[165.42851183 298.3930528 ],[141.67695125 356.98200266],[136.33930842 327.15141552],[134.20139368 307.08094612],[132.2469898 289.5258018],[126.42253436 362.1154734 ],[117.82845305 337.47661061],[112.61966175 321.12750294],[108.58829908 307.14084896],[112.91240461 371.46902072],[ 99.82330107 356.4320465 ],[ 93.51214589 347.1377397 ],[ 88.79305211 337.54211342]
[124.6544459  411.25041583],[145.23023679 400.37576599],[160.10963473 380.51642212],[168.89891426 365.13610481],[179.64253395 350.51295883],[142.45021487 352.20515382],[144.65357356 326.91833435],[145.66659289 310.92032744],[146.83268505 297.66473588],[125.3711873  351.44323165],[120.78602597 322.48507347],[118.64845578 304.71704911],[117.61647958 288.30393079],[108.61971577 356.26866547],[101.96859846 331.67741188],[ 96.90109949 316.22200405],[ 93.05952504 301.97616889],[ 94.33642112 365.52536627],[ 83.84359782 349.75104943],[ 77.7441439  340.40915944],[ 73.4736285  330.85035977]
