[257.50275972 381.12071998],[292.46227235 376.13647893],[300.76675849 359.56449712],[279.26364208 344.91790678],[248.57660938 333.19427639],[307.08284393 309.59282475],[322.87650181 280.63404542],[337.39724156 259.03974494],[349.17088355 235.75951303],[279.65423911 305.29901961],[284.06288971 265.57895797],[286.15760819 236.27693526],[287.63316843 213.11030198],[250.70201127 308.02095482],[251.9280741 282.4235745],[251.20242974 265.27118101],[251.62787207 248.09900361],[227.1386472  324.09821753],[234.26507411 307.24176891],[240.17485556 319.16114402],[240.95709557 331.66704619]
[214.96425827 420.80126959],[243.99657616 416.68179667],[254.66861777 391.26378581],[229.37301438 366.74254302],[194.75307818 345.68402414],[289.16069687 318.86500323],[308.25765011 274.09622589],[324.73833008 237.82641504],[343.20739723 200.03928213],[261.2769331  304.75007108],[261.37201919 242.46694011],[259.09449097 201.36452603],[262.03516774 168.62558145],[228.56545124 301.23475715],[225.45495882 249.99355282],[223.42815073 216.07927494],[228.89682814 187.27158835],[198.7300426 318.3695221],[202.0348817 292.9197561],[202.22551284 313.53590039],[201.0251824  337.15555044]
[217.6227956  420.06700132],[256.68918535 420.17176514],[270.19162899 394.185023  ],[246.67678593 375.7513575 ],[209.38508379 358.05046096],[294.40638626 318.43481114],[317.72678436 268.89771799],[333.22772388 226.63240617],[349.66795084 192.46286519],[260.134793  303.9808375],[266.5322494  238.37029611],[268.05920477 191.24247176],[272.24225128 157.62281959],[222.62251599 300.32082782],[223.12640719 240.24522632],[220.19615521 196.2437837 ],[222.0483618  168.00696965],[192.0089795  310.68770299],[196.60372228 277.03307589],[201.91192417 293.84432864],[203.96986887 317.58385   ]
[221.85888763 417.0787432 ],[267.62299734 413.52054054],[279.40255509 382.14217566],[252.56794184 355.09025692],[215.82556856 331.7052036 ],[298.16510708 308.10599561],[318.15891874 259.19651985],[333.5521658  218.23163981],[349.70495877 185.25262673],[262.84381652 296.12412185],[267.06728722 233.66436582],[268.38746905 186.86471968],[271.17459262 154.10627791],[225.2177407  296.46955365],[222.17224887 239.42277536],[219.10766686 198.53522365],[219.25372434 172.53002409],[194.77427674 309.13658599],[199.81461469 276.00492675],[208.41234652 293.77470993],[214.05452123 319.75963997]
[211.76294835 422.51656591],[253.73028398 414.89126556],[271.76038345 386.12215441],[254.02052787 357.93237252],[224.7191842  332.70067045],[295.53888187 317.5039154 ],[322.95463813 266.64951974],[336.31723399 225.40315504],[350.76967225 191.56549932],[264.49936877 304.91089821],[272.08430137 241.25066077],[272.90634233 192.4113913 ],[276.24226139 154.24795132],[227.86500291 302.52320143],[226.50848836 241.40496901],[222.3693494  199.38024484],[222.62125246 169.67962477],[196.39911174 314.60975839],[201.40160867 279.97201887],[204.30724002 296.1910741 ],[204.03986402 315.23585957]
[216.7115421  421.25419422],[260.25518244 419.85014531],[279.88333548 393.52152715],[262.21820908 365.75510274],[234.82281393 339.66840159],[298.85433181 321.3342477 ],[321.35318239 272.21383621],[334.6687283  233.03029386],[349.56569801 199.92497332],[266.2803292 306.893682 ],[272.51560943 244.01493532],[278.23942742 195.51782557],[282.80850579 160.36876713],[229.39842894 305.26221577],[228.67517439 242.39228248],[227.66427314 196.43297384],[227.04859349 165.04627549],[198.13932993 319.33342995],[206.07901415 283.38047275],[210.79005246 295.19058572],[209.52057375 312.50821187]
[238.09145983 424.10494194],[278.09975534 407.40300044],[285.31721204 372.74751183],[260.48302277 350.9990067 ],[227.7211792  338.20466091],[290.6716     311.58705919],[312.93185237 271.35881782],[326.66377078 237.01673335],[339.38046265 206.12542235],[259.03047915 306.84800415],[262.9126857  242.24686084],[262.89721056 197.44403715],[261.89197885 163.47140957],[226.26330214 314.76232182],[224.84228201 257.78504694],[222.18487065 215.47212988],[220.94162758 181.13113657],[201.3270431  331.85783293],[215.65955127 298.21567316],[222.35209681 319.93956377],[221.7496437  343.35325618]
[239.63492241 421.48400491],[282.63965493 408.79294055],[294.06992661 378.04605668],[277.1512327  359.39664716],[255.47733178 348.63115523],[295.45924866 313.62934829],[319.80466002 270.65502634],[331.88842619 237.5778078 ],[339.17571165 211.66887868],[260.63715848 305.88728598],[266.4402137  238.14819268],[274.18910253 197.38040962],[273.87519914 170.29396862],[228.06142235 312.1384809 ],[225.55844928 255.47231418],[229.4201794  219.84726059],[227.42276006 191.60102336],[203.94866214 326.4352089 ],[208.91792744 297.37952787],[217.78265824 323.61338563],[219.25894758 347.70236034]
[239.38357435 420.45646466],[282.86496806 408.17315259],[296.83468714 380.69901565],[276.55570043 362.29902631],[251.12037461 350.51112663],[296.33416096 310.41541875],[320.10984979 270.70550677],[333.82930291 238.32395324],[344.1062261  211.71149968],[262.98869376 303.3824775 ],[266.74910977 238.42123896],[274.06030526 198.75404723],[274.73466544 168.94991094],[231.43400954 311.33288155],[226.90731554 256.12501788],[232.70394123 225.68537758],[233.19173324 198.56238416],[207.97752035 325.84658051],[214.37479227 298.8723279 ],[223.17397422 324.4803462 ],[223.59222956 347.18798528]
[243.32676764 425.3266672 ],[293.05256036 409.30903852],[308.09479117 374.91761332],[295.51699498 347.93859509],[268.79586807 338.89565929],[302.46563495 318.08204936],[323.72450691 275.72130978],[338.02607615 240.40701614],[349.77713121 210.54471405],[269.43328169 310.76457892],[271.14915343 244.34961867],[276.86873628 198.43705003],[278.88551607 162.34598822],[236.41366244 316.64772791],[230.22489383 253.79815713],[235.96311562 210.46165411],[242.94755187 175.40582779],[212.11314528 331.00811014],[218.35595804 296.26561759],[226.229152   313.14133696],[228.46322656 326.67125975]
[245.60193068 419.32965698],[297.38292058 416.06341928],[321.71613417 389.89726245],[313.576621   363.40075719],[292.6046069  344.35966823],[314.08856551 311.19456467],[335.067903   276.72218863],[352.2732731  243.19185499],[373.30280076 213.28648428],[281.05517293 301.52620925],[282.2357003  245.20639634],[289.61169853 201.96516156],[296.37951578 166.07804401],[247.69373455 304.20666002],[241.07587137 255.60754855],[244.59495334 213.29367119],[247.4027025  177.53494534],[221.30924131 320.21797227],[223.35549731 297.13373351],[228.83305446 315.82961175],[226.46821422 331.758938  ]
[251.96785955 425.24127149],[307.15733313 417.03619536],[332.96138297 387.74995434],[323.02159388 364.18437351],[297.40629803 350.46313611],[318.02573741 306.25604672],[337.04798863 268.25466195],[350.73424538 236.61495916],[366.07800029 211.68300142],[287.11930965 304.27233   ],[289.42419152 247.75397031],[296.67436169 210.38427137],[303.26008104 180.75627931],[255.26733315 312.62634874],[246.06925676 263.74199956],[250.96105431 230.23976315],[255.22059627 201.05400647],[228.96815518 333.27085409],[227.27195662 315.43528716],[236.29218753 340.31694044],[240.28199656 359.33223365]
[256.28540709 422.595506  ],[310.62031689 415.04170166],[336.87638683 388.25797937],[322.89393904 363.28455107],[294.35432828 347.09090973],[323.5030176  307.52998778],[340.62828968 269.44286949],[353.76372398 239.92864469],[369.46235023 213.73665358],[292.23628579 305.29961431],[296.49461649 251.89709882],[304.09373805 217.02389708],[310.57401042 184.57869967],[259.5270132  312.70278026],[250.87941764 268.17544476],[255.23381485 233.17339651],[258.33060069 199.26514714],[231.98714212 334.36146714],[230.94348393 314.54516868],[238.1240549  332.41606254],[239.9402145  343.84244079]
[256.08552807 427.01064173],[308.45576391 416.37324075],[339.34939534 386.6478996 ],[334.53381923 359.8409481 ],[312.39079631 341.35450531],[322.60952246 310.76188863],[341.35339932 275.65131933],[355.71052078 244.19481754],[373.12491986 220.61249338],[292.42047632 309.53998928],[300.10834349 263.0090358 ],[308.76392517 228.27164364],[315.8831743  198.11114759],[262.41559092 317.47674175],[255.37114297 276.85423735],[259.68175946 242.50445148],[264.13966997 209.33673386],[236.39618104 337.90843251],[231.11679702 316.49900499],[236.96773436 327.13766441],[241.15602826 332.14255736]
[259.64907757 427.550827  ],[313.19882898 421.18468062],[341.58991863 388.85582876],[329.91064893 361.25849334],[303.48809432 346.30814727],[324.78931574 315.3595452 ],[342.5662982  276.03541532],[356.96513325 243.66495828],[373.35168888 217.04426127],[294.25515686 313.64750746],[300.58546536 260.92318391],[309.99374959 224.74330424],[316.8082893  192.11904535],[264.35961632 321.23952251],[255.65167834 275.79370278],[259.93193878 239.75426648],[263.53312533 205.12675262],[238.18002505 339.61929316],[233.0609286 314.504174 ],[238.05133672 324.4341291 ],[239.84143775 328.28571277]
[260.39253886 424.5404465 ],[314.94358917 418.95602845],[344.55351145 387.93282455],[335.94502366 365.09639994],[314.90508973 354.00224453],[326.80125163 309.70417675],[344.09262328 274.00502028],[357.8054718  244.07471119],[373.04179263 220.31354116],[296.2429827  308.13364131],[300.54582235 258.08825579],[307.68472445 223.40877692],[312.86208831 193.47081942],[266.32678861 316.51700814],[257.58749647 273.5549067 ],[258.89238416 241.53929139],[260.1719346  210.37506947],[240.65454855 335.53750265],[235.44357124 315.57348211],[239.80346756 329.48465709],[241.72856286 336.8754787 ]
[268.01437126 413.35545113],[312.97199926 411.30927986],[341.9708152  390.34987464],[341.07555912 371.03608035],[326.90808627 359.6021038 ],[332.79779566 322.02130385],[351.77927329 285.10064896],[368.15277473 254.15421494],[385.98529532 229.49297086],[304.83626144 314.3641603 ],[313.62679021 265.1025366 ],[326.92521268 227.34125806],[337.92702417 196.67340807],[275.36946241 316.13356471],[269.95232023 271.84984114],[274.56806725 234.07048964],[278.03675796 203.45910833],[249.71117577 330.32907096],[247.95688511 306.31265904],[250.5811484  313.24860051],[252.09519309 317.32575803]
[265.11396901 413.77737629],[314.98562463 409.24089012],[341.92677932 386.99939065],[335.44021945 361.95723187],[316.83335729 347.00262646],[331.01131658 315.35352268],[351.05135791 278.19319411],[366.9782479  245.69357656],[385.25227519 218.50362297],[302.58376521 310.14949465],[312.47762658 260.21211215],[322.8018089  222.85007496],[332.10735448 190.88012178],[274.69030739 314.02929719],[271.70418999 270.09094732],[275.62804434 234.1729905 ],[279.32750599 203.00285412],[249.51613527 329.54442538],[248.53996695 302.37960115],[252.05570149 307.70241842],[254.30886674 310.5087423 ]
[263.29206718 412.37548927],[317.40385248 404.57591442],[344.55070581 373.59884143],[336.7429444  347.92147377],[313.74945276 334.27700908],[329.1737593  307.86021787],[351.83320774 270.64015491],[366.80416263 239.31350141],[383.80594384 211.22528737],[299.08209729 300.73533139],[307.65548176 250.4964325 ],[315.93952233 210.81290416],[320.95899877 177.07825864],[269.50422458 304.4022759 ],[265.72072244 260.0127965 ],[269.09628292 222.69409818],[270.08390903 190.08100249],[244.01940976 319.2317534 ],[243.02822285 294.10176493],[246.77106059 302.186384  ],[245.11664145 307.29065691]
[260.03194028 414.12336624],[314.20054024 401.00239741],[342.14885734 368.40967638],[328.69871747 333.96392068],[296.12681028 316.05610206],[327.24875265 303.49841159],[348.2489185 263.8518344],[361.60931688 230.42246256],[376.53190537 202.36976917],[298.48578939 296.91345711],[307.62552906 250.1093648 ],[314.81139146 216.38211859],[320.91989199 185.38296708],[268.8990975  300.01507047],[265.05814662 255.83832042],[271.7592317  224.66029429],[277.04670574 197.50900225],[241.35294141 313.59229267],[244.75838884 285.92263909],[253.69623117 299.9501701 ],[257.24130423 312.78048131]
[266.33209264 405.02078706],[317.47413127 394.70758391],[344.84143384 360.84757244],[335.69090651 328.3548849 ],[308.1197221 311.7765575],[332.78620772 301.18685834],[357.26707706 263.66156811],[374.87969196 231.53938488],[392.9345708  204.22232715],[304.83512191 293.13383693],[314.95035984 246.72222038],[324.38829477 213.00977657],[331.82633028 181.25995753],[274.05705151 295.94954814],[272.96996823 248.93969615],[281.91819509 220.16258683],[287.14136246 196.25001162],[246.93645286 309.31042444],[255.08389662 282.4091808 ],[266.55081994 303.86822783],[270.44381356 323.77631231]
[287.43427608 389.50635781],[334.93690306 382.86848008],[361.29652668 349.94355661],[350.50535026 321.84461037],[322.33583096 307.21592063],[352.75071536 288.90766974],[376.84765106 254.44322756],[394.50364829 225.03837517],[411.48948077 199.13310392],[324.64872053 280.72984816],[334.92884567 231.67166639],[343.54495903 195.4842431 ],[348.53651426 164.55260174],[292.71950434 284.12717311],[293.8615742  237.42760744],[305.96739294 207.30044574],[312.62565685 182.18785759],[263.39923778 297.75004083],[274.78100845 271.9069774 ],[286.8233713  291.97562336],[289.48605224 309.6932069 ]
[298.54723745 372.06348095],[347.45645596 364.65115643],[362.11618187 335.19287056],[344.80293623 307.69466693],[318.42477957 289.51331279],[368.151577   277.17257384],[396.57170798 238.32587377],[412.68563705 209.6822854 ],[428.45679002 182.47277171],[339.39943525 265.4102665 ],[353.40145867 208.68775348],[364.233382   174.50991937],[370.31962835 146.19782908],[307.45301234 265.61683087],[305.41661233 215.17798657],[314.60284236 187.12119755],[318.85832529 160.35850334],[278.02291133 275.649577  ],[282.24937792 249.19590533],[288.62582602 271.33164567],[288.07645276 288.89545131]
[304.04798361 357.7531538 ],[358.89761595 353.27028412],[374.07915921 317.47791013],[358.69067318 283.52421543],[332.26651047 264.32508273],[384.08052462 257.31733556],[409.07916464 222.38815126],[427.14008849 192.13312926],[444.96575378 161.69727001],[353.44768908 245.45604464],[363.97761405 188.01527294],[374.94207983 152.72503794],[382.74097906 123.09597382],[319.24143119 247.76661116],[318.96683746 198.60404418],[329.00423592 173.1096699 ],[334.84459655 148.92149033],[288.78611907 260.44060133],[297.04982436 242.43293543],[307.34004149 272.787494  ],[308.47092681 295.75546034]
[319.13467367 338.63011308],[365.9072145  336.31239221],[387.44079487 311.74938405],[371.89231064 285.02937978],[346.02941608 264.93902412],[388.12678921 239.30045271],[407.03950309 203.44717169],[423.44023695 174.22818626],[440.71485464 150.80149153],[360.84182067 227.44690012],[368.74248033 174.57615032],[376.25919806 143.94469277],[381.47907546 118.88176313],[328.64491698 231.36607645],[328.48805783 188.80280872],[336.12396606 161.83156013],[341.55254532 136.87243131],[301.23799031 245.87260064],[311.35031272 232.24805845],[316.57875729 263.11013281],[315.17080167 287.87298681]
[323.6936168  333.21955959],[377.65214755 327.76329179],[403.78914348 295.44376489],[390.37378217 262.31386129],[359.36375957 236.22610888],[404.18965715 232.47266814],[425.70088272 196.23078771],[443.7191762  168.68062702],[464.3732046  139.36836499],[375.47322689 221.39551776],[385.49533515 174.05250053],[397.19172777 139.26099028],[406.09773072 104.17046574],[339.67747672 217.96560935],[343.2896506  176.93446561],[350.54583552 142.9860386 ],[356.07214653 106.74242757],[307.80882585 229.1709937 ],[321.47170439 212.06875109],[326.10012229 237.95485832],[324.0915196  256.07349312]
[323.83083581 320.07716738],[373.29147584 311.49114646],[393.01697587 279.61682154],[381.98916692 254.14968793],[358.04705306 234.71019933],[397.33814849 225.68403488],[421.91185609 185.60746257],[443.5332332  158.17274273],[467.70894027 130.9588563 ],[369.29730515 213.87738272],[379.93854979 162.466888  ],[392.68380704 122.09523605],[403.9359408   85.31355322],[337.37656855 211.61300379],[340.77516618 160.79490827],[347.99824692 122.54153056],[353.86800532  89.55951466],[308.66954685 217.82349254],[322.15643821 189.78280618],[327.43482856 208.17622217],[325.51479564 224.54565353]
[320.67739906 308.08204043],[368.08581096 304.94273992],[387.13911256 275.45595022],[373.45651317 242.00832659],[347.29987536 212.09867719],[397.07794366 216.78591009],[422.17268176 178.19841317],[440.38822005 150.29887203],[461.36749361 121.680506  ],[368.7988558 203.830671 ],[378.34202239 151.19208975],[389.26493174 110.52212695],[399.89237778  72.76563088],[335.90625416 201.96297718],[337.42357251 151.79979566],[342.53498232 112.25082519],[347.24367266  76.71203478],[306.06324655 209.08483435],[318.85022049 183.63925576],[325.3623231  199.73571942],[323.42132817 213.82445252]
[310.1531134  294.40155192],[353.0314265  292.65128372],[372.5103623  269.86471218],[361.89135584 243.25291222],[339.04150966 221.22270536],[385.5697243  209.64425883],[413.34582959 175.11934852],[432.51197762 148.2103541 ],[452.60432736 118.22637597],[358.27636808 196.58437028],[371.21468452 144.00778986],[382.93473702 102.99797025],[391.5161767   63.95823649],[328.40268114 194.01973706],[332.5113345  143.55801382],[337.89671004 106.31092017],[343.08974596  72.0034319 ],[301.0137097  203.29990156],[311.50324859 175.30972869],[314.44588813 185.60423113],[311.44935297 194.48672228]
