[271.47813946 365.71398752],[308.88148984 348.61427143],[312.80307777 325.39998193],[304.46010668 305.18657914],[291.10669805 283.56650023],[326.1189805  293.60286246],[348.75213198 254.91769903],[364.99189828 231.46462072],[377.71386174 218.62595253],[300.4104968  288.95345262],[305.80770097 258.15655918],[302.81545161 269.42413797],[300.31648471 286.88188923],[273.06157017 289.0714625 ],[277.73984271 259.34619726],[278.14008021 272.21249222],[279.76947614 290.10276349],[249.7979893 291.1428502],[241.86501907 261.20176497],[233.91238987 241.827192  ],[227.7855201  226.94884222]
[225.97245674 391.8652219 ],[258.25168025 368.00394499],[276.53223908 330.8578969 ],[288.00165044 284.60359469],[289.79336941 255.21291947],[305.71474703 274.71117404],[322.81845772 215.93367668],[325.90940461 179.09745667],[329.60970841 147.30901087],[287.80625142 270.12675318],[276.7066655  220.52533321],[264.77272905 242.67311404],[261.92560504 265.57098225],[262.89099518 268.39296543],[249.13576029 221.17091721],[243.27766909 239.77104239],[245.02687746 260.63929654],[235.26320134 270.40089257],[227.1134483  218.86472868],[226.91684759 199.54405353],[229.71638512 188.31500036]
[220.28836248 390.81180883],[266.61119795 373.43064308],[287.1767728  337.15484537],[304.09358604 301.4988192 ],[308.46380105 275.57003611],[299.71851762 275.51160072],[320.29414499 216.72078133],[326.40073708 183.33397077],[330.12610431 154.87761929],[279.98767705 270.63221064],[282.12803253 228.0235412 ],[272.54466521 256.4371659 ],[264.74913816 284.2928656 ],[256.82571896 266.44103336],[255.88445487 229.63557844],[252.01297789 257.0949971 ],[249.63576635 284.18795108],[232.79023613 266.94069889],[230.76752468 214.32476831],[234.0421751  184.27229392],[236.58922436 160.74579957]
[235.07177475 390.01913985],[286.71631541 365.46737867],[305.82716212 322.44281688],[316.64949983 285.96616473],[306.98899436 257.54046202],[304.26895894 267.5253739 ],[319.76860967 210.55660094],[324.61900308 175.24354421],[323.60925257 149.33021395],[281.37809295 267.18071501],[288.50225841 223.42405538],[286.36498652 240.52221185],[276.61208648 258.72468036],[255.41932582 268.91263796],[253.4909715  228.72865571],[259.5192785  247.46430356],[258.98272502 266.6697084 ],[229.53839727 274.70342929],[219.00522752 220.20803916],[220.81806363 192.69832028],[221.52831136 170.30866651]
[231.0231848  394.94715678],[274.7214299  370.29175338],[296.08822664 326.78448453],[309.70353846 286.22856301],[301.56047533 259.61066973],[300.52294736 265.03105997],[318.51749339 211.07889378],[323.86377674 181.38626743],[324.38380787 158.94076538],[283.08095971 262.20444426],[287.17293293 210.95058095],[286.52185398 205.89450997],[277.85892913 209.94437828],[259.94187403 265.77834158],[257.0524858  229.64663484],[262.39595357 243.09607698],[262.29987136 258.2376768 ],[234.34387722 274.03436905],[225.60564167 228.55241912],[227.51826953 206.34423028],[225.77199559 191.39995236]
[236.75471112 399.60551686],[285.93769207 370.67678642],[303.50784949 324.21033281],[310.52144029 281.74202054],[298.47558803 250.5283561 ],[307.78082748 270.01383962],[322.12207646 210.05448384],[322.95057427 176.55704226],[322.60638482 150.88739015],[286.8224848  265.41732086],[285.80907979 221.35975522],[280.73961396 231.88256434],[273.69278319 244.38942455],[262.66470571 268.75933311],[255.1977466  233.39671377],[257.12526509 248.55563409],[258.69057323 261.82569867],[237.00101559 275.15121029],[222.71056689 224.67776973],[220.62074164 199.72065561],[220.31928298 180.22020221]
[239.48733021 385.71988096],[289.13995598 353.82901428],[307.14094656 311.86012282],[321.27732141 276.40849658],[314.88425774 248.33105397],[303.1424673  254.03224679],[320.30065945 197.59797786],[322.4364462  160.00279678],[320.05946833 135.36106948],[283.34203265 254.59716922],[287.87937932 213.75251373],[284.39776518 222.1802449 ],[277.48755175 236.03874171],[260.9345353  261.03759089],[260.89418487 233.51112767],[267.29516209 253.74135978],[268.61537194 270.78257206],[237.10473021 269.59101444],[225.9678385  224.82987052],[223.53642171 194.57705171],[219.45348026 169.48361491]
[243.19859168 377.75628998],[296.49887453 345.77468538],[314.41095617 300.67849973],[326.70788484 269.60963047],[323.88003074 245.22373463],[298.26270455 257.20277242],[314.32141566 213.44833057],[315.26166878 207.31021438],[309.13625456 209.40008764],[281.58613042 250.27707922],[282.45472189 195.35564165],[285.81269912 166.84697879],[284.74493067 145.89845036],[261.33719476 251.35280697],[274.36195313 220.91674205],[282.14234119 248.36741801],[281.12035181 272.38605158],[240.470389   252.31079467],[235.40962299 203.87632789],[233.95597701 178.50779307],[231.759991   158.76689411]
[245.28909817 384.91482866],[297.43471538 346.00894925],[311.35940061 305.99522956],[324.44350848 274.48066485],[324.67739165 243.90963334],[299.48322818 254.07966828],[318.9720646  222.04677518],[324.25538988 230.57473763],[321.26540936 245.29534121],[280.53874417 244.2972685 ],[288.48333908 185.51360959],[299.7276856  143.40013512],[307.8152869  117.81569907],[260.04215329 247.69984954],[266.81214828 201.67102137],[276.98817134 169.38322289],[285.90542938 150.84485724],[237.28710443 258.67515828],[237.42231145 226.01943662],[241.27439201 203.06872097],[244.87064791 186.45124969]
[241.19501712 374.58055049],[292.99762661 339.84800082],[311.16793058 299.68900779],[325.05090066 269.32387181],[321.65458723 245.6680834 ],[294.73294116 251.70986854],[310.10319375 204.21601758],[314.22088762 193.21133635],[310.17944605 190.037939  ],[276.76411024 247.23088921],[286.745236   199.33035994],[291.27717781 190.7258316 ],[287.76001092 185.52709962],[256.90091051 250.20989849],[271.01840544 220.07841462],[282.01795197 249.64373364],[280.15353873 272.79684644],[235.20620398 255.16943976],[231.60043687 208.15427434],[233.45911914 182.17934499],[233.25851418 159.64024849]
[242.61904551 385.25427324],[288.16140784 349.70128622],[302.12091309 304.99179782],[311.65445863 269.34555836],[303.91130017 243.34929582],[301.65105372 255.01364972],[314.53624669 216.23885144],[310.8425629  220.68737304],[304.19645295 230.23067696],[284.1622295  247.43401175],[292.31329082 185.93743949],[298.91670273 148.97641242],[300.65480732 127.22477537],[260.23345275 249.57570941],[263.8708174  209.74901338],[266.63194635 206.67058381],[265.81909355 208.17871509],[234.15198688 257.01669292],[227.53045285 219.26554313],[226.65083654 201.30210106],[226.72822757 189.40273038]
[240.46345021 375.69810447],[291.90343448 341.40927052],[309.60994232 302.88366509],[320.29607895 273.58488804],[316.33895369 248.04281454],[297.5032595  251.75785991],[312.24096674 207.11168628],[315.57296153 200.8995912 ],[311.40018126 203.64798175],[279.00144832 245.09867904],[287.90177595 194.81730761],[294.60389031 186.1993539 ],[292.89933982 184.23736707],[257.80195455 246.39093489],[263.5259631  207.82695344],[268.97873464 214.47476411],[267.07973558 221.78084771],[235.64273139 253.99959325],[225.46884891 211.8894154 ],[221.00574687 190.39036269],[215.18690179 174.06636812]
[244.57414908 381.28710122],[288.25114653 346.69250543],[296.10443889 299.42267916],[306.1922668  265.07807646],[306.73328536 243.30037839],[289.22591511 248.78060959],[303.87618202 199.98216939],[303.5231547  177.29651686],[300.55546748 163.58318653],[278.49607557 241.82887926],[279.62436246 189.70262841],[290.22207499 163.05911822],[299.06177848 144.17674371],[261.72398521 248.49341029],[269.36086151 221.48962477],[277.52112449 246.38922919],[278.83824016 268.06450795],[244.23863179 259.14096582],[234.75901684 220.92888201],[231.96606441 200.35163222],[228.50807492 186.38376538]
[242.46957224 378.4291339 ],[294.25764832 350.71753205],[306.56198776 317.74220892],[315.0019958  288.94213724],[310.16800274 259.04990455],[304.16510695 260.1551568 ],[318.08867555 212.88156498],[318.81866598 192.28303761],[314.18185741 179.66809193],[279.3656437  256.95690542],[285.62014698 214.29868673],[285.01001594 220.66973213],[277.91086541 227.15283716],[253.94707903 259.15284202],[247.02885088 215.00925297],[249.68216657 199.66225565],[248.01680439 191.24040643],[228.56907408 267.4038945 ],[213.05228175 226.80643434],[211.6063293  203.06019323],[208.74353231 185.32062361]
[237.82765764 380.0144549 ],[289.01034169 347.60794022],[304.9928789  312.48791342],[314.97536748 284.55362551],[311.97461254 260.98052387],[291.32330085 254.11161802],[299.89066082 202.49868875],[311.16409932 167.72010158],[314.3392466  142.33348801],[269.21202031 256.34664273],[283.0055176 239.3502648],[289.0438709  268.79210599],[282.37764731 291.78793408],[247.98155294 262.48880674],[249.03388686 228.33948431],[258.55614653 221.62204262],[258.62058401 216.16732252],[226.15413875 273.83793199],[212.41770121 229.50547056],[207.9939893  201.96859159],[202.90186686 178.26834342]
[233.60294421 381.81508236],[284.78859675 348.26807849],[301.46552037 312.06247358],[309.36490627 286.61328634],[307.20532623 264.40700305],[289.62798342 255.19074705],[300.89330589 202.67936369],[312.03279134 169.77487736],[316.24707365 145.5894917 ],[267.66209052 255.72448998],[281.94603381 245.18651089],[285.74904205 280.10404417],[280.98091464 302.83507716],[245.83994024 261.16865643],[247.84845137 226.50728295],[257.5422809  214.49408456],[261.19424772 202.5402187 ],[224.43727662 273.02592357],[209.27747917 228.42693685],[203.23659364 201.40451288],[199.09820207 177.53220164]
[235.04397469 382.31718415],[285.85279256 349.37792352],[301.79698281 315.45788918],[314.20744782 293.36840222],[312.38715883 278.12597471],[287.62519477 257.25807118],[303.06786314 206.99985314],[314.62228357 176.62938818],[318.58265641 150.77996121],[267.58590777 263.56549461],[283.40256198 241.41475082],[290.15335975 274.60881687],[284.99948328 300.98489706],[245.93628648 272.86717433],[249.6793988  242.42481966],[259.88659736 257.2028567 ],[263.1264762  267.41101405],[225.80759534 283.45567565],[212.94933344 234.09827208],[210.01089851 198.72112843],[207.38665756 164.20466503]
[230.01680317 402.42864833],[276.67877481 369.20855733],[294.05723072 326.15354244],[299.37449021 290.0712586 ],[287.0533211  268.31399405],[298.45770767 272.12748195],[312.84070674 216.66112152],[319.9828839  183.85170749],[322.81560218 156.39734569],[278.15725943 272.84512613],[283.17374574 235.08757637],[281.09158493 259.16505791],[273.29079357 283.80079919],[252.29838175 276.47043843],[252.46084734 245.50456   ],[252.63113209 269.03232738],[251.16373022 292.48345259],[229.57078942 281.22746271],[224.46518175 232.94363048],[224.41124985 201.88596007],[223.01350793 176.97649052]
[230.40712903 404.0724146 ],[265.08852725 372.00186926],[283.51254689 325.60065667],[284.72659771 283.22598166],[272.17568425 255.0739493 ],[300.29028595 273.30157221],[315.11810247 224.72886739],[322.16583089 188.84491238],[327.2212746  155.06404607],[278.91456188 270.07663439],[277.84700803 222.1630729 ],[273.63716436 216.52265684],[267.2383017  220.99289968],[251.04552803 273.35589102],[244.16589165 232.54628741],[246.94311135 232.84162488],[247.4021389 245.439122 ],[221.07180618 282.58976738],[212.99694648 237.03403599],[215.37155956 216.19348994],[215.67557093 206.56553797]
[223.74629203 345.73943629],[261.36051335 331.85410714],[274.43694544 306.36485198],[272.29496058 282.3151272 ],[260.440889  261.7347287],[287.05171996 255.49093671],[302.52471532 217.51835539],[311.89080115 189.79435588],[316.96345216 169.92428852],[259.40667791 252.96077828],[255.88884678 227.72185811],[256.75236326 250.69437424],[255.20103384 269.59853264],[232.77391934 255.74522577],[232.77723891 231.15133617],[233.46826915 253.95483225],[234.27902588 273.85938594],[208.13844662 258.93784799],[199.99034051 221.91927852],[197.00808693 198.4657378 ],[195.99769302 175.19341024]
[218.42581742 337.10762082],[258.26947637 325.79862215],[268.86646611 300.60782193],[263.63694543 277.1969327 ],[247.30279967 255.26564254],[282.56607206 255.30021108],[300.97373067 215.32182332],[314.39947304 187.8409357 ],[321.95390102 169.67894594],[255.5659503 253.6480675],[251.9914128  229.26778291],[246.08347108 253.74866474],[240.12426351 274.25708262],[229.32429202 255.15404262],[229.52996458 229.97578744],[226.34774541 251.4478747 ],[224.63534281 268.52124768],[205.93563842 255.76120839],[197.64843675 217.74200687],[194.503407   193.13830352],[194.14160717 169.30056956]
[216.87286877 335.27084069],[257.26437791 323.63716305],[268.59089574 296.59949293],[261.21428004 272.25056341],[244.4157663  249.64868091],[277.6723765  256.25167385],[298.21716756 216.86331237],[313.86345605 190.55231042],[323.00669373 172.45332101],[250.473285   252.91241167],[249.47110544 225.23980718],[244.59776069 249.98410662],[237.98124155 271.76779767],[224.33665882 252.65994139],[226.61145505 226.49763902],[223.66531032 249.93843961],[220.9347823  268.58268858],[201.59350068 252.52587864],[197.25511134 215.0167779 ],[196.77548435 191.12265145],[196.28027435 167.29890046]
[209.37693478 328.82813544],[248.77790375 317.65030549],[258.69961965 292.03142237],[255.04443059 268.8876426 ],[239.63735384 243.27422668],[266.19456499 254.47052087],[289.84532689 212.36977627],[306.87193534 188.45359081],[318.08421643 173.4720614 ],[240.53157785 250.95859896],[244.51204965 222.07366693],[238.74875662 245.89231072],[232.30632439 268.48338746],[217.328946   250.18836516],[223.54768738 216.33436375],[225.02515833 224.5900363 ],[226.44034894 233.62612799],[196.90426863 249.33823761],[190.06604001 214.29472576],[185.7831072  192.85882099],[183.16518331 174.58838898]
[201.99496095 316.46022276],[243.61588561 302.15562003],[255.43559012 279.43661477],[253.22102772 255.18547437],[248.33592613 222.8686277 ],[266.51193002 243.95922473],[291.80794786 203.49170142],[309.36098674 179.29267642],[320.85831947 163.68022188],[238.05508596 235.53221403],[250.59260792 204.7402808 ],[246.37606129 215.8834211 ],[239.26431179 230.55811861],[212.8265559  229.16983877],[225.52445474 186.6365456 ],[225.9978788  172.23471476],[226.24129393 166.02424986],[189.76082015 227.90795   ],[186.95455549 192.85739275],[185.50080806 175.61796604],[185.98101121 164.08457472]
[209.80467098 297.21770117],[254.00400363 292.65119047],[267.48446233 270.02464895],[264.97443385 246.69949205],[253.42685395 220.3145509 ],[275.73748182 232.97861541],[300.12556223 194.62632172],[315.94951516 174.23737271],[324.57698956 160.86525466],[246.91818326 221.50281333],[259.84297316 193.59838113],[252.40034193 205.40866197],[240.18368834 219.65391391],[220.33464143 213.52818216],[234.31176076 178.00205837],[230.33988889 173.45976561],[224.52506197 175.11151627],[197.95756332 211.77693239],[198.45488273 177.94203199],[197.17007278 164.38564227],[197.11671117 157.10115821]
[222.51845332 296.49106134],[264.60237962 283.81286113],[277.01081021 255.72004338],[280.10123895 229.11680277],[275.20179677 201.35829633],[284.63585196 224.02602467],[313.56279175 184.70145088],[329.7587663  165.51157144],[337.77388576 151.87636726],[256.80135737 215.89017389],[268.7559997 183.569477 ],[260.32899649 202.29221374],[248.29349341 224.08181343],[230.80806514 211.70045478],[244.18824353 173.92792233],[241.46636672 180.38220537],[236.22126951 191.48505893],[209.90702963 210.76271824],[210.52608761 172.96003289],[210.47814274 152.49012727],[209.88339141 137.2389477 ]
[234.04857576 284.43528205],[275.49715429 277.3219681 ],[286.19434628 248.72641952],[288.42756129 219.21280549],[283.22823265 193.54500611],[296.74195378 217.9529856 ],[323.78021301 179.98399331],[339.87454101 162.66559149],[349.0254685  151.86384145],[269.46673694 209.75012496],[282.04067538 179.68866304],[274.1548763  203.06994193],[264.67526068 229.12076182],[245.65219668 204.62806321],[256.48493323 174.855893  ],[250.57355828 195.54695149],[244.87856803 218.13086206],[227.77196456 199.52941538],[230.24721773 164.61687582],[230.21567857 151.08597988],[229.25073191 143.14414092]
[257.9627568  272.72965151],[293.26430361 269.04904599],[312.06489547 240.22613045],[318.62881156 207.0697619 ],[316.17215451 174.21286597],[323.97247995 205.1454244 ],[352.51807406 168.23671874],[368.62808845 143.60953751],[377.61705585 128.63942741],[297.10476893 196.86364444],[301.91754913 170.60566131],[286.43054539 196.24011811],[274.5861689  224.89377005],[272.78300818 190.88090346],[275.98214751 164.86238638],[261.92673828 190.17960001],[254.01032838 217.96977168],[254.7372111  185.50967323],[256.52809529 148.20027435],[257.35243195 134.52817268],[259.74507192 128.18834155]
[275.85514808 257.43846941],[311.10456417 252.18154779],[324.25432498 222.0253812 ],[324.31479864 188.88881789],[317.61736789 155.08361785],[349.14768525 195.0104473 ],[373.87148153 162.1059925 ],[388.13165929 139.56142883],[398.29576308 121.22609182],[321.62970848 184.31196728],[330.52710373 155.99359822],[319.28251657 176.4248372 ],[312.76253162 198.59519126],[295.07541427 178.41977953],[302.44321432 154.82601217],[293.17721278 179.86075431],[290.08656243 203.47145512],[274.58878058 175.57121131],[276.28217413 143.99018047],[277.51050868 130.01544756],[281.94729605 119.22123321]
