[281.51518656 401.06510911],[314.67126675 397.42489819],[336.72523699 371.80915931],[331.15435075 344.61764408],[312.02731023 335.0144927 ],[338.98298481 322.01210737],[363.60101112 299.7546236 ],[381.67490789 280.10792586],[398.81577773 261.11556553],[313.36748014 309.95369087],[324.33763636 270.91992188],[334.59848353 242.83860454],[341.20054654 217.13356165],[286.83102354 310.63611251],[290.20239415 276.21738277],[295.46301595 247.66357051],[299.16391976 221.82132922],[259.25670966 321.33103014],[252.17266245 288.51848551],[246.43082881 270.62695633],[239.44960783 254.09025224]
[196.73281968 409.42615672],[236.40965464 389.75785409],[264.43290331 349.11006898],[259.52020059 315.80717674],[237.25168961 294.93261943],[256.29627268 294.21081429],[263.29732054 247.11300518],[264.98403662 212.87282169],[267.96160676 184.38955194],[225.25057606 288.46155908],[232.61237476 232.17266283],[234.98660097 188.77999803],[237.98634218 151.62837243],[195.43160027 294.54739174],[197.52126506 240.87463768],[198.74704347 202.07183247],[200.304885   172.09280578],[167.5163278  308.12811718],[163.86192603 266.78026873],[163.04803027 244.92642894],[164.16818326 224.57397201]
[194.82840661 414.24555573],[233.5689756  392.44281771],[253.94355572 351.49772531],[250.86812091 314.3832325 ],[235.04594465 291.06842534],[250.11039709 296.70447252],[251.20564921 244.62540008],[251.53294727 209.95353013],[251.72382368 179.10388587],[221.94243723 290.84835413],[229.27485106 234.62064407],[231.49564169 191.40732473],[233.62134077 151.54314441],[194.9382579  297.65028043],[202.44195997 246.78157659],[207.23012992 208.84287643],[210.31039949 176.02652307],[168.18497044 312.12492644],[175.26614804 274.43423772],[178.42874655 250.77569689],[181.64563387 229.53631241]
[189.90060398 416.16595739],[230.87835703 396.78666845],[251.10529246 357.35684508],[243.15418441 319.79264872],[220.68861809 303.75967321],[242.08398168 297.18483381],[246.66719061 246.68562769],[247.33997755 210.42258498],[247.2144782  176.74247297],[214.43008097 290.96789928],[222.39650648 239.92715778],[225.03782741 196.70225616],[223.79204164 157.16377538],[188.06510343 297.05758195],[195.06614105 249.39028158],[200.74032695 215.74602135],[203.71213769 186.31684516],[161.22667469 312.47974191],[166.69530505 274.392971  ],[171.35088197 253.87725409],[175.02383767 235.56003794]
[185.65712949 419.05109597],[226.83478908 396.23072642],[244.63593032 355.66768934],[237.813653   318.16575114],[218.27380536 297.04555172],[238.52648664 297.7057931 ],[238.80643041 242.80142345],[239.64845385 205.3044    ],[237.67506904 171.45253426],[209.98849137 291.48580333],[216.96240134 235.50411131],[220.91672429 191.9175983 ],[219.28322203 155.71701862],[182.43701627 299.65404827],[189.25081381 249.55322088],[198.02862631 213.52693715],[202.54498539 185.53217039],[154.57118005 317.07600597],[160.54094054 279.08022346],[166.84122197 256.53335265],[171.79402132 238.16269057]
[175.57530178 420.53021461],[212.94698048 397.12192579],[234.54171112 354.97915109],[230.18284667 314.24735451],[213.53886105 289.437907  ],[229.23520686 299.3853648 ],[233.03660613 244.91488093],[234.28857094 207.85679906],[234.61886906 171.53607976],[201.77732657 294.33670417],[211.16968726 238.88521459],[215.81801571 198.11598011],[216.60091518 160.52532984],[175.30858766 300.71695317],[182.35703143 251.72692333],[190.66006204 218.02670575],[196.05694135 188.14612002],[148.5209103 316.967492 ],[152.53645331 278.37044569],[157.67629853 254.47241071],[162.28700552 230.91555797]
[179.46365497 394.57372634],[216.26079646 383.32246747],[238.06723823 353.64575589],[227.78600964 321.78584332],[205.24356372 304.01151545],[228.79800594 296.87317016],[228.91529124 246.63751033],[230.30274777 213.98618287],[231.46318924 185.33769195],[197.97094234 291.27646567],[206.20262891 239.41043626],[213.22542731 204.78990091],[219.43734918 174.1521527 ],[170.10421252 294.42956884],[178.22599568 248.96161238],[186.83247228 217.7046711 ],[194.06598481 192.91078468],[142.84157505 305.62868965],[146.68208795 268.61730556],[153.34710885 246.18138114],[161.1388532  227.10967916]
[179.68775326 391.65977012],[216.14975505 381.45913027],[235.69646432 354.63485656],[225.02306886 323.77171622],[202.77282261 303.98987494],[227.6831914  298.91378083],[227.73340606 246.43205694],[229.78043084 213.92126786],[232.86053109 187.73750596],[196.13415981 293.02381049],[205.22259551 237.96688626],[211.97603409 202.78644289],[218.25979543 173.49687902],[167.58452652 295.91117509],[176.93575648 247.94372869],[185.80355972 216.09310533],[193.77421849 192.34524916],[140.30215126 305.60342516],[144.50156169 266.88405597],[152.64412448 244.33544638],[162.80476658 226.33388415]
[179.71849579 390.56839841],[219.48174534 378.01232966],[238.95025934 350.04403583],[227.18043522 320.99474993],[203.59179654 304.5947536 ],[228.03734757 296.14358908],[228.31767099 244.9694657 ],[230.5323551  212.73463203],[233.01989896 187.52762074],[197.02776853 291.13128774],[204.20490867 236.36851498],[211.28533873 200.59497   ],[217.63352996 171.02554089],[168.63709684 294.31939563],[176.72693574 246.43860786],[186.17285684 214.34919915],[194.99672454 189.86122723],[141.15802071 304.24290175],[145.83547136 265.62225975],[154.33611093 243.00668387],[164.90431804 224.67899549]
[178.59057364 387.20300668],[217.66712202 375.27132778],[236.32423726 346.33476761],[225.22237204 316.44845277],[202.86973088 298.17329279],[229.13823578 293.53545074],[230.95140546 240.56521389],[233.66261502 207.08397698],[237.33310903 180.92297939],[197.08414003 287.94024422],[206.02795912 233.74690416],[213.15870362 198.97618775],[219.54896895 169.90655765],[167.62460233 290.86089977],[176.89766975 244.15926256],[186.51408564 213.4369169 ],[195.13600428 189.66206181],[139.61342818 300.8258416 ],[145.60518181 262.97668521],[155.1677114  240.72101196],[165.74743555 222.18391014]
[171.03708353 400.05625331],[210.65888278 386.40660736],[238.3818065  348.21276946],[230.40328624 311.80209934],[203.18500427 298.64883277],[231.36339043 294.61932297],[241.05156413 242.12951938],[246.14137    207.87574479],[249.94997384 178.04928738],[200.15905224 284.21594379],[214.50431272 230.64861522],[220.0329302  191.28478241],[223.60102152 159.22603918],[169.75611761 284.93689108],[180.79101885 233.71110608],[187.20694561 199.68722989],[193.32900149 173.78987644],[141.10757506 294.6731934 ],[145.9083356  253.13430039],[150.17642499 231.49399273],[156.45495477 212.06078941]
[169.04429213 407.97595048],[206.46277522 391.56871224],[231.82571987 352.14964054],[229.14989289 318.01283266],[213.45623981 293.31253421],[234.64349167 289.57809363],[248.22792989 242.12948449],[253.77196461 206.25471094],[260.92929798 172.93427858],[204.84537268 283.1175462 ],[220.19571639 225.09624072],[226.3708663 184.9146023],[232.33805496 149.93440482],[173.0574631  287.48174986],[179.68198493 234.96992112],[183.2461179  195.87827853],[188.630001  166.5773808],[143.10454798 298.89072059],[135.24677364 258.76540007],[133.98732018 229.71922654],[136.09718506 204.09336973]
[174.72210993 402.42987896],[210.13082055 390.62157547],[238.86416171 349.39176813],[226.61967387 312.50413572],[196.17990999 300.16244185],[237.75921784 287.68659724],[253.66589395 248.56816948],[265.17321213 217.28066428],[276.54383878 187.44814691],[206.75147856 277.49521126],[216.60710274 229.49432896],[224.11050927 191.95777677],[228.81978239 156.4879084 ],[175.63272601 281.00176429],[179.42032044 236.52291634],[181.4467583  203.28863362],[183.43938799 177.86252813],[145.01595693 293.23813926],[131.23121578 257.23073757],[125.18659941 237.14956677],[120.91011692 220.96939203]
[167.68530156 395.92226505],[208.77434189 385.45581727],[232.37582309 346.76424054],[229.36392078 312.58483923],[213.33629743 294.90278163],[235.46220031 289.81154606],[254.51393605 247.6049818 ],[268.00213041 215.2584665 ],[282.11349641 185.59719634],[204.72715232 282.38758483],[219.0748413  229.58936861],[224.79139126 190.90544561],[229.47081825 156.68130593],[175.27917659 285.5669217 ],[181.4772265  236.95533263],[183.54349413 202.92609898],[188.71871812 177.30862581],[147.77893008 296.36613366],[136.56033935 259.80080934],[131.11411665 237.45510519],[128.63689937 216.80095421]
[166.51723374 406.26845124],[216.46292431 381.97910951],[240.45503629 341.98843083],[232.2465645  308.12289915],[214.19922648 286.17550731],[242.71819923 294.72441613],[264.08431059 245.40379335],[277.37688879 210.48937605],[290.66257819 180.34443987],[210.20365488 289.05014204],[226.8105738  222.31801871],[233.38915004 178.98447807],[240.41364826 143.61311419],[176.52427768 292.27382602],[183.64013188 234.08224447],[186.42374117 196.06086049],[194.56021164 170.4630493 ],[144.77471696 300.81262899],[131.90066032 255.00400739],[127.53271855 230.6929936 ],[128.32942924 211.54827731]
[170.3885349  390.19367852],[218.22390759 379.36889807],[238.17545896 345.31735553],[231.42180496 318.46912141],[216.97944936 302.81389855],[243.21488893 283.16355055],[264.77516442 241.16495728],[279.0749526  209.49429516],[293.64357872 181.58872209],[212.02447249 274.31580645],[222.24021131 215.85580705],[224.87353964 178.14806841],[225.81678599 150.56023541],[182.25582804 277.19248243],[185.47305829 226.53147332],[186.2262171  195.26967589],[189.41365094 177.04451051],[153.67788755 287.70474552],[138.08206547 250.18106668],[131.49473052 227.60966352],[128.56069848 208.37502174]
[175.77243897 385.09550752],[225.14769609 373.06389454],[245.75809621 335.34765394],[239.31103702 307.4875608 ],[224.37935188 291.09932296],[251.21894868 276.92650087],[277.12966095 237.69252342],[290.20130213 208.27267286],[306.21732258 182.79418043],[217.54164771 269.02134089],[232.25008583 211.29140612],[232.4306644  172.04639744],[234.18758406 141.49548702],[185.95566975 272.51839138],[189.59351044 221.72514327],[188.38110889 185.35230114],[193.12829023 163.68472603],[155.93473574 282.48210651],[139.44033065 243.95874046],[133.54382956 220.19318316],[132.18673192 200.8759739 ]
[191.82536903 386.44828024],[249.7470454  361.81961849],[274.24634868 319.51625332],[269.88723483 286.4418993 ],[256.99109861 263.04566368],[268.47843133 269.35017843],[292.66824777 228.56140268],[307.10826734 197.56060075],[320.16105784 173.00518606],[230.50810077 261.25375585],[244.34712148 200.75404679],[249.36254494 157.13361544],[253.856034   128.45346114],[196.6129197  261.83914301],[199.4117221  207.30753994],[202.0810499  170.30779814],[208.66236894 150.75194802],[165.85738416 268.90869294],[155.76346666 227.55897273],[154.32600743 203.46868575],[155.90854961 187.38245968]
[206.83317033 371.82503039],[256.25358093 349.45834501],[277.18575474 304.09385065],[271.13153251 262.61559365],[250.62200535 242.10091908],[278.46511917 258.58780083],[304.56448963 223.79978511],[320.00990625 195.72033427],[337.05701675 173.52818188],[248.19330375 250.62180162],[260.76315793 201.15613111],[267.48685294 165.5187889 ],[274.21061603 131.80432986],[217.9606314  253.15118461],[215.8708327  203.46595798],[214.85576913 168.71070793],[218.48203786 144.19771617],[191.08230959 262.10264243],[180.35205646 225.64088215],[176.69469485 206.50568682],[174.30568618 189.78281655]
[222.71236082 353.24335658],[265.84652433 339.66657474],[290.20686563 305.78749006],[282.62962537 266.99816065],[262.84773176 248.26825768],[291.91720982 248.41720399],[317.95215019 218.69079765],[333.88158991 190.10476182],[348.42795643 164.85190673],[259.30638808 236.26324579],[271.29215325 191.69581509],[274.2362764  155.91007736],[275.3970427  126.20994129],[229.1309176  238.26129746],[230.46444994 197.80465505],[228.84027633 163.37066854],[229.70763409 139.53595038],[199.38523556 247.46804126],[192.93295851 212.49779595],[190.39982367 190.76271824],[190.05032231 174.29709425]
[232.06145571 348.88509012],[276.16552917 331.07704407],[297.42216046 295.68988992],[288.71485961 258.95112238],[275.54444939 234.91908037],[295.78014007 242.07760155],[319.97590633 207.8373774 ],[337.01554422 179.36372172],[352.14314997 153.12633683],[263.14423037 230.3286582 ],[273.97535884 180.87456145],[281.92772226 145.45866923],[285.60127239 117.22494953],[232.78328624 231.56843245],[230.2735587  186.34489121],[231.41429716 152.99640966],[233.30169536 129.61919232],[203.22853161 240.93955806],[196.68612359 203.27758994],[196.78804826 181.88803698],[199.39834179 165.31676976]
[226.26732382 343.51922603],[279.0458007  327.58406402],[305.5738628  285.80453027],[304.22032731 251.02094936],[292.91533735 228.40420084],[305.04532277 243.86140305],[332.17333365 201.36775205],[350.81961311 168.40432865],[367.83542823 139.12571061],[270.82243989 235.43963293],[287.03993172 175.47759063],[296.32366594 137.62339585],[306.34244077 103.84320375],[238.36062369 237.0573205 ],[240.94038656 180.59318411],[240.28209758 146.79928576],[243.67825758 120.74887753],[209.65430526 246.39855202],[203.98772196 203.13635853],[201.78175056 184.0924031 ],[203.11690953 166.51320945]
[233.69669265 335.86547195],[288.8992641  307.58653604],[310.15838235 264.00092816],[309.78796281 229.20790392],[302.87742312 201.25444549],[307.88934466 231.29700484],[339.29674057 186.36984606],[357.57470633 153.84654246],[373.13522824 125.9897394 ],[272.15580546 230.69540543],[285.82494924 161.31294483],[294.54526043 120.63068735],[300.78275809  91.1511022 ],[240.9580155  232.58656137],[237.56900309 174.70034222],[237.73132412 141.66532899],[240.81847429 118.46835701],[211.89743442 239.87186057],[195.96254161 199.92499037],[192.06087906 181.30403206],[191.09647063 164.98595501]
[233.77817848 321.48379412],[283.2518932  306.71072793],[303.55260331 270.36309999],[296.20752625 238.06560557],[282.66741185 215.17886257],[312.35991247 229.28405353],[340.94013133 186.3454538 ],[359.02181114 157.79294264],[372.81928803 133.47128736],[274.70555482 222.63988301],[288.65241771 158.8778464 ],[299.01760506 120.52049513],[306.84330142  89.77498245],[240.60304978 222.60941546],[237.49706111 166.08466246],[237.62065086 136.02524359],[239.71909161 114.17291936],[209.84923058 227.97780254],[198.04532119 187.94771376],[194.51781795 171.01117446],[192.78820837 155.70809341]
[234.93991219 321.39289242],[278.91291635 302.21627384],[299.74864616 262.64437455],[291.17557522 226.83891092],[276.82530601 199.85890889],[308.12578515 221.39120422],[338.24695899 183.26820977],[356.59300211 156.34453794],[370.96897907 134.27149278],[273.23697302 214.83409593],[288.36675726 154.82660435],[299.73719766 115.52985529],[308.83341838  85.37245785],[240.87365344 215.54602192],[238.30589926 162.09338785],[238.91965505 131.14741185],[242.02558383 109.96319671],[211.78276018 221.41823601],[199.34325983 184.40189734],[194.66759268 168.70892148],[192.45356514 155.62403656]
[231.98733312 312.62663623],[281.13089989 291.92145291],[299.24362772 252.3030049 ],[292.71112657 218.88230656],[280.40743857 195.64097993],[308.28512011 216.27629659],[336.14759934 181.66650656],[353.55490438 153.68481669],[369.27539494 127.90866369],[271.78595237 211.28558992],[288.47176068 152.11393817],[301.85776674 115.03757804],[315.17432403  84.6327913 ],[237.28514132 211.46863644],[236.95899345 157.64670294],[239.18521053 126.32320752],[244.15394484 104.52228898],[207.47008188 216.26728192],[194.41037147 179.75025263],[190.25010751 163.24874293],[189.2808634  149.27936291]
[237.47036551 314.63439543],[282.59930984 292.94651791],[300.90973591 255.20502307],[292.51089526 217.26941022],[278.04268191 190.08660536],[309.07378027 216.23135345],[339.29061954 179.45076722],[356.66929254 151.60198463],[371.39654115 125.01963722],[272.31977427 212.21591473],[288.19200557 153.2980611 ],[298.4476817  113.12240356],[307.73050683  85.08247846],[238.73431829 212.4932142 ],[237.77143198 159.43292685],[240.53340176 125.36113701],[244.31898723 103.96748317],[209.12872297 219.25355725],[196.64276968 181.59681091],[193.44407066 164.83691609],[190.28106299 153.84127964]
[229.56231708 307.53667851],[276.85668261 286.28156528],[299.10728214 246.38220847],[300.88088073 212.14281116],[292.24668901 190.3763196 ],[307.38926899 210.25570525],[336.31279187 167.19758372],[355.63352363 137.21914306],[370.46231142 111.26973441],[271.00867491 206.86607662],[284.14220093 143.66264835],[298.57169023 104.43662219],[309.88843538  76.60524347],[237.42132909 208.41799916],[235.60840705 149.59420953],[240.29907635 117.20521197],[245.30083586  97.84435081],[208.29672269 213.78536263],[194.8546798  171.38446593],[193.39897837 154.84763323],[193.9319134  142.07151702]
[223.74924887 291.07187135],[267.42735057 288.58380794],[297.16348706 262.79960976],[292.76552725 238.61760739],[278.49907867 223.7061151 ],[301.02462992 205.99720375],[325.54340877 167.06169398],[344.11779307 138.97511671],[361.96704695 115.11472095],[269.51372691 198.8817462 ],[283.03220713 143.55491667],[296.10988576 108.52964662],[310.67786891  80.36709823],[237.35168877 198.52462784],[238.34315796 144.9395443 ],[238.94656271 112.67260186],[242.03823529  90.31643249],[208.3394866  204.68414168],[197.58380766 170.42251727],[190.70299572 153.96574419],[187.58094201 138.16805302]
