[271.1127778  317.65986382],[290.12181144 288.21283203],[282.74542179 256.43498788],[272.04723903 209.77078221],[262.85169067 158.39992662],[245.3732731  248.49248929],[288.85870586 260.45691219],[298.23313353 262.19719959],[292.10559788 256.13540626],[231.87383245 278.62192375],[311.4986075  292.21310818],[321.02712946 294.64571269],[317.45535589 300.75170474],[228.22617082 313.47584788],[300.59707205 329.46640667],[306.21979829 321.24884229],[300.41907343 320.70263843],[232.05515711 351.55596859],[282.87152838 357.42465003],[289.58445795 351.42858192],[283.93419078 355.09371952]
[284.43800975 192.81037736],[316.73201491 141.47499627],[329.13632811 107.197292  ],[335.94279177  80.7063914 ],[345.28399363  47.67551269],[350.56333898 123.69212719],[392.51327532 130.29145221],[394.02949321 134.64651092],[394.16353163 129.76427608],[346.01548634 140.57940428],[393.30339013 164.48227179],[392.10297756 176.04788491],[385.57625193 179.31312269],[341.98380409 168.07823062],[390.36687849 188.61779667],[388.89813217 194.28545385],[375.64368815 193.4584581 ],[340.0000399  193.84879606],[376.59374385 212.75159904],[373.71959744 217.33560049],[363.51048003 217.16613622]
[271.77148773 190.23153086],[310.75310165 142.80192438],[326.93095945 108.75327827],[335.49545326  85.40904805],[339.65618164  57.03737854],[344.28472527 116.67335262],[393.09671155 133.01619513],[392.73219777 145.3417293 ],[389.43260486 143.34508777],[336.61202806 136.70194848],[389.29037145 166.28676126],[388.36707669 177.44690128],[379.95505825 177.92731234],[329.23288583 164.8715114 ],[382.82842428 189.20340219],[381.96704767 197.65328763],[368.36875161 197.56773934],[324.53254951 192.97515711],[368.82413319 210.2363232 ],[367.76789839 216.74971023],[356.52027726 219.40059273]
[280.73138066 183.64469463],[320.15207387 136.33295656],[332.13452311 107.26232763],[340.95633566  83.14932096],[349.53295753  55.45060094],[339.36187484 117.4602169 ],[384.49941493 123.00586421],[391.12741949 127.71749102],[391.3962247  123.35357456],[333.16774281 132.68489063],[391.18492568 157.11712656],[390.69611833 171.62164906],[382.28940142 173.7081072 ],[328.90035964 159.7951579 ],[384.57058266 183.05957265],[384.5287667  189.06709049],[370.24072129 186.42819831],[327.23233485 184.20116351],[364.18304533 203.50346206],[362.45606147 205.86898666],[353.25074972 202.03516857]
[299.03941765 174.90199776],[335.8115099 123.6074924],[346.62149091  90.86197563],[352.63622049  63.76278665],[364.18392465  35.97571841],[353.14828339 104.30969835],[391.90469763 118.54655817],[391.88306174 133.05408408],[389.31687279 129.56266288],[345.32082591 126.43027748],[395.33463485 144.28305137],[393.00183063 158.41471746],[386.31439854 160.35400506],[341.31656116 156.8618437 ],[388.55528078 172.16285403],[385.99696796 175.92720673],[372.90907491 172.77748723],[340.767338   181.60021343],[371.19377971 194.35769494],[370.06436022 196.10240525],[361.08880489 195.24662378]
[330.1009616  175.59305942],[363.69463857 126.85361056],[371.48777916  98.59258926],[377.29761004  74.27689274],[382.20582626  45.69174514],[383.807864   107.33559374],[419.4616768  128.66336297],[417.49475129 140.53838716],[416.32548782 136.13667978],[375.64861409 129.35290255],[418.76424565 159.11373956],[412.21531087 168.20223111],[406.88025699 164.37059304],[370.49651583 160.37446634],[413.36257431 185.85364907],[406.30732392 185.55380933],[391.16176003 178.74804364],[368.913557   186.93577334],[401.3994004  207.40703146],[399.71172087 207.55633054],[389.56159991 203.8270591 ]
[329.51146379 192.65571358],[367.92242962 141.51576184],[387.29747398 104.48954768],[398.27579796  79.55899895],[396.71724965  51.93026382],[403.01197859 110.57284421],[455.95248262 127.50146921],[450.45940485 141.03419448],[441.31911072 139.85592946],[393.76668509 135.30808664],[450.99420002 163.17588755],[441.56002435 177.85345728],[430.81250945 177.4698855 ],[385.12588075 165.6829338 ],[442.59485326 191.18517247],[433.67567948 199.29230932],[418.47851562 196.61749727],[381.08781067 193.24110434],[427.18272566 210.42229424],[420.75247652 217.43606824],[409.30877886 218.72021335]
[353.9406455  198.33802194],[390.1246979  144.77742864],[410.38376227 109.56606967],[418.94278382  85.70310681],[410.55242499  56.23036493],[429.75128716 115.22480999],[478.41913301 131.70493637],[471.77316432 145.35780756],[464.2504601  143.20699665],[419.52872254 140.94767961],[470.88873465 167.45142159],[463.08353614 179.1098174 ],[457.13263651 177.35067527],[410.34961011 171.82397057],[463.69803905 196.39489254],[454.48639504 202.19893081],[441.28795726 197.73976273],[405.62434308 200.14487417],[450.42351728 215.72000385],[445.7171168 222.5436478],[438.88200885 223.88049618]
[366.93203558 199.58795811],[399.12943285 148.21494118],[421.31161325 114.10588047],[432.80279475  91.53374997],[428.3925547   60.14332673],[437.84037473 121.57803382],[486.64700345 132.9242583 ],[483.66715739 146.96753728],[480.46490163 148.08058658],[431.25582127 144.38266996],[481.36407707 169.92681492],[476.87385219 179.67800923],[472.9971671  178.37711196],[425.1028111  173.65020403],[477.29184896 197.50582383],[469.72326195 205.2686422 ],[456.82121762 203.61936623],[422.8246656  202.56331405],[468.62959733 217.33147516],[463.13178456 226.63108828],[454.55131192 230.58922396]
[397.03937288 203.70308063],[428.22385437 150.04267204],[445.34623816 115.75834111],[449.06138374  93.74880881],[442.32813291  60.32354478],[461.01298534 129.48348195],[503.68011527 143.06876656],[506.09691299 153.91825836],[508.31327205 152.74353769],[458.3255665  148.02851355],[501.61028106 180.88515525],[498.21211572 192.31296607],[494.32649233 189.74747126],[454.66314462 177.28321101],[498.56296184 204.77837026],[493.67564454 211.33521075],[481.3705507 208.543786 ],[453.18983367 206.27153531],[490.54328884 223.34722411],[486.32476721 231.52874242],[476.95135148 234.3277373 ]
[420.60412854 208.96558263],[447.97656894 160.94386981],[464.10625749 125.61879973],[474.02443589 102.92545918],[474.2878359   75.15330906],[486.16687302 136.80040295],[528.91730568 145.58599939],[527.198884   155.30623051],[523.12544264 158.63458206],[481.67069248 157.55145874],[526.92792346 179.37076742],[521.44510305 190.13625528],[512.90433627 190.3011845 ],[476.34060794 185.70659483],[519.02867904 207.68234402],[511.49352454 214.7165638 ],[497.53000255 213.36822391],[473.10116162 212.29782497],[507.97763284 227.24444204],[502.8966331  233.07298956],[493.28483439 233.47893186]
[431.20716745 214.50536983],[456.29000848 179.13585511],[479.49665761 143.15601709],[498.5129734  117.69165044],[503.06929135  94.38760075],[506.22984231 147.64101705],[564.04819205 161.68631627],[558.38947963 173.80342581],[546.79956   176.1040345],[503.96016169 168.74170852],[557.01978044 187.41346286],[547.30610059 196.11636143],[534.57217145 195.43912249],[500.53412888 194.93879564],[546.43362002 217.14344475],[533.5271156  221.49754737],[519.87502145 216.35755531],[497.56262082 221.46049048],[535.8751472  235.84332018],[525.7973444  241.98758607],[515.21704215 242.20772311]
[445.11211558 220.72955401],[467.35707467 184.32186136],[491.84966401 149.77391883],[511.1887194  126.50438155],[514.4330872 103.0726965],[515.93169659 154.68538894],[577.23636604 166.20930205],[568.28809981 178.17964801],[554.57952333 178.51405325],[515.31243926 174.76237232],[570.12145337 193.26668231],[557.38332897 203.76904946],[544.02669345 201.21299857],[512.88138272 200.40383082],[563.8291777  222.41697526],[548.68384575 229.94652382],[534.43298543 224.29044387],[510.77994521 225.91865591],[549.73201823 239.90297699],[537.9674156  247.12646379],[527.73613679 245.13993204]
[464.73913215 223.73039322],[486.27706646 184.04539084],[507.55842559 154.24327976],[523.93964408 131.3567099 ],[524.81690111 106.35739941],[537.99460443 156.15848482],[586.64611348 166.75729131],[578.77007235 179.71283458],[569.37491566 182.04520193],[537.06835551 177.7944566 ],[582.01518098 194.31350934],[572.95389366 205.68793142],[562.36539398 206.03913634],[533.41681831 203.71541414],[571.84231675 221.61189888],[561.78366438 227.88827882],[551.66223465 224.26198855],[529.31523171 229.14740427],[561.75418393 239.76188465],[553.71062651 242.90108939],[546.54047342 240.50494818]
[472.77279216 221.41270851],[493.20793554 190.53029283],[507.71940433 158.42733485],[525.29287278 132.7353139 ],[530.09722294 108.5542942 ],[535.44252635 162.63856886],[592.17609761 169.87947581],[587.55119249 180.16326774],[576.62257004 181.34680001],[533.49172232 183.60509315],[588.00324332 201.45508628],[576.16924564 210.30692596],[559.4505809 207.3102514],[529.88311705 205.76834537],[575.83620579 229.54537069],[562.7154002  236.09248083],[546.3977376  231.22193416],[526.37501008 226.38628764],[560.78849386 247.08195156],[547.74991285 253.57521129],[534.29876616 251.32625255]
[470.03405677 226.66834054],[485.4193869  188.75864504],[505.38062595 157.36737084],[517.22168813 134.83802649],[514.90157212 108.25058656],[534.3036727  163.50538609],[573.31146027 171.24411317],[572.70944651 179.63483855],[566.87519166 180.55256505],[532.34340882 183.91365725],[573.59547826 196.97235568],[564.49670474 205.13979833],[553.04051171 203.6071197 ],[527.98317978 207.96624682],[564.2116534  221.00166127],[551.01593672 223.82052257],[535.75080173 220.84962348],[522.81974693 231.18142363],[553.1301475  238.85758704],[545.00892064 239.64738394],[535.9111604  237.16730743]
[441.84058824 230.50115915],[467.33648273 186.33718157],[485.92782069 156.66901837],[496.09885992 133.44694723],[493.33221863 107.31079465],[507.87960319 160.96155186],[553.8384399 175.3035885],[549.23186512 185.76470301],[542.7992471 185.0617693],[500.02338524 182.24756841],[551.02304009 203.25764905],[542.65528563 211.95414147],[534.30542887 210.33991729],[492.04889041 208.30952782],[543.02665598 226.13555881],[531.49212426 231.17658181],[518.72542003 228.47637273],[486.16616978 233.8999053 ],[526.79093399 243.91030442],[518.74057086 247.47432991],[509.86026695 246.74924352]
[419.31205211 224.22222563],[442.84028557 183.94793042],[463.87723388 154.31249773],[476.78169235 131.94657177],[476.36601262 109.228046  ],[487.81834106 157.13842771],[534.29372267 175.50139181],[523.61464096 183.56625428],[511.61311359 180.86672817],[481.342701  181.4532527],[531.11549363 203.06179505],[516.07211875 210.21853479],[503.02633765 205.33756829],[474.08222011 208.16184049],[522.48133163 225.44060109],[508.24180481 229.23257825],[494.4254672  224.93422907],[467.51221513 234.06150576],[507.08906248 243.76193413],[495.9613008  243.86947431],[485.82826051 239.37905062]
[397.78236452 227.33465377],[432.02720636 183.99346191],[448.39089777 154.01647415],[456.4668746  131.40865649],[454.26797175 107.19383245],[466.0088002  157.04651589],[504.29623424 179.22778518],[496.10075884 187.15953979],[488.29698263 183.14279407],[456.09744661 179.31963189],[498.66045966 206.13583456],[490.93160415 213.39428162],[485.81292015 209.28864006],[446.9562682  206.14193847],[491.07114619 227.04754843],[484.17224476 231.24482685],[474.42774323 227.43633496],[441.03570433 230.91316244],[478.15519677 243.45462292],[473.66636816 249.46757266],[466.98602118 251.02706245]
[371.61666561 229.28747277],[398.64801043 185.8081703 ],[415.58530807 154.99994852],[428.6102845  131.22776092],[434.32703351 107.31475233],[434.217234   163.10565794],[480.35068217 176.49615858],[471.03844961 187.09449961],[460.69272513 186.02160848],[426.22259717 185.63309593],[474.95669372 202.55425869],[463.09510812 213.53780956],[451.51748847 212.3832992 ],[418.75894627 211.82690173],[467.14400935 226.66125632],[456.25372432 231.2936888 ],[442.87286921 227.91917012],[413.87161938 236.60380168],[454.63771402 243.59281198],[446.68371037 247.48909202],[436.0653851  246.39879744]
[346.30606946 235.00649553],[371.57074057 194.83245039],[393.30850646 161.82313246],[409.18805438 135.86451181],[412.61859567 109.0459871 ],[404.96311253 167.20459349],[457.87582976 178.86516282],[446.4438134  188.39764425],[433.57701627 183.99803323],[395.51447268 191.34883563],[455.88366835 208.00816607],[442.09209298 219.34691173],[431.25758761 214.97429131],[387.31223425 218.53352793],[446.98013711 236.05424074],[432.78400265 242.226875  ],[419.24715376 235.5299374 ],[381.73662238 244.25066181],[431.30881955 253.89569158],[422.56137485 258.0965538 ],[413.93601421 255.34732221]
[331.63839713 236.09712379],[358.01785765 191.07757763],[376.55767799 161.40407163],[388.63830534 137.8884527 ],[388.61722008 113.4237024 ],[388.30042864 168.30332369],[434.47167417 179.02663202],[423.27211398 189.03961555],[411.51640091 186.98156638],[379.40894765 191.18664094],[435.55008859 207.16531647],[420.25686974 217.53634542],[408.31682129 214.42149574],[372.31497342 218.31553602],[427.58876968 231.39777072],[414.8535169  236.50934782],[401.23154919 232.55538117],[369.131573   243.41556433],[414.35098154 249.56976266],[405.83817081 254.11107622],[395.94320116 254.66236982]
[319.41795068 233.17405412],[348.53219284 192.29255163],[363.39466294 163.08418709],[375.91764261 138.38023428],[380.95813263 116.75769041],[372.75791978 171.83257177],[421.9025751  182.72892983],[410.24319019 191.58337082],[394.14975941 189.56113376],[360.83679332 194.85390606],[420.3965699  209.90065595],[405.49406524 217.26347824],[390.74787814 212.46450787],[352.73665503 221.15620806],[411.36304384 233.53973418],[398.46235697 238.11439673],[382.7687785  233.73023121],[349.09101777 245.75305526],[394.57896798 250.18815025],[386.47461762 253.27226522],[375.49669417 252.02493018]
[297.42462218 242.21340724],[331.50245368 195.09471733],[345.47906112 169.09352348],[357.89247635 150.2821545 ],[366.08339318 131.49315137],[350.06721106 171.83281623],[384.62302547 178.71314699],[382.65329126 186.14145625],[375.74869721 183.76649453],[343.13458934 189.93352045],[396.00340638 205.81193109],[384.14516314 218.31985099],[369.87998852 215.32768795],[338.16533027 217.01630596],[390.17287029 230.77219517],[379.41093963 237.48531001],[364.86402346 233.93982852],[334.94059812 244.84792805],[372.4946201  250.00757289],[364.72968412 253.74822161],[354.07384273 251.62895613]
[286.35671324 247.57866063],[314.79394092 194.95144034],[334.34484435 165.32396948],[347.25365363 147.5500987 ],[354.87643314 127.31980773],[324.53672648 176.49981186],[356.08680603 198.12401954],[347.51424069 203.86957102],[334.97931982 195.59721134],[316.19870227 196.64429933],[359.34124766 215.72736114],[354.06392221 221.11463596],[343.87900158 221.69577103],[314.98411526 223.46208455],[354.10759134 236.51728592],[347.59515918 234.46139309],[338.28369732 233.80881596],[314.91418295 245.32405582],[342.10232455 257.99718613],[336.95869286 257.08723679],[327.28002645 255.18426323]
[297.23534538 241.44029437],[310.46222022 214.92939419],[314.97275503 186.37277403],[311.16155941 149.93370652],[305.46598903 114.18934287],[285.95520395 182.68990488],[310.17801907 188.43984645],[315.83778707 193.09662707],[312.71448153 186.91745645],[269.86177397 201.68390449],[328.75998482 216.36565698],[332.4887952  218.05262559],[323.22734893 218.68363424],[264.28685685 226.191236  ],[324.13989226 244.87899297],[329.55907152 240.54237907],[321.98635337 237.27208545],[263.13329261 254.47041764],[305.56042789 260.59440794],[306.31981613 254.67648186],[294.25815362 254.20435156]
[290.32262372 227.66634496],[308.25533378 205.56957939],[309.52983909 181.49350884],[302.9759834  158.00279626],[294.80021132 133.21116751],[269.43149497 180.73342812],[254.28954027 169.85959091],[236.06334139 166.68551629],[225.26323142 166.61957158],[252.25609591 195.24559482],[276.28898663 204.91689173],[277.30847978 214.68505631],[276.4875282  223.08849477],[245.55023411 219.59936943],[275.6340437  237.04689321],[285.89015967 237.69530936],[290.29414914 238.39898242],[242.75906533 243.6772708 ],[270.61826196 257.27689472],[280.57192955 258.1066147 ],[283.89641509 262.47670451]
[265.07298279 259.32827428],[271.56539021 211.70977632],[274.16380267 170.79596231],[274.16288879 135.32687946],[279.86822774 108.11086781],[277.92656415 182.14371215],[271.00893764 173.82568965],[258.18173767 183.13871407],[250.28936817 193.21644744],[273.35494934 214.16818763],[264.70069668 201.12075088],[258.2170153  212.82745782],[254.97432705 222.15675829],[268.78575052 245.12633843],[264.47914008 229.1212873 ],[261.33016952 237.59207277],[259.77230409 243.80118969],[263.59048864 271.39051616],[264.36783588 259.40885233],[260.98951473 254.44374514],[256.24638283 252.00380997]
[240.172082   260.30057171],[257.36656108 214.53133815],[264.86964629 179.75414693],[268.26878801 152.17934508],[276.23196996 137.52239097],[266.81259844 194.12671853],[262.02840926 176.08502369],[259.7864997  168.78630149],[261.32181998 164.25341138],[255.98302972 222.57768245],[249.61086937 196.73259701],[238.16845365 196.62036428],[230.50615286 201.31022057],[246.05033638 250.08482098],[241.08912392 231.48653302],[230.289132   228.98125577],[226.18616866 230.57350063],[234.69754868 275.45849255],[229.8828793  264.10263427],[223.43345745 259.14920294],[222.27286526 258.33012275]
