[246.46216161 378.38837195],[282.88343639 375.98965776],[294.1644798  356.33362228],[284.11265174 332.71018808],[265.61581904 313.5296402 ],[301.41553403 309.91119127],[311.46674603 275.1756628 ],[318.85139466 251.21425809],[325.06966074 233.51516116],[278.97231823 308.15897135],[277.32627338 302.75588066],[273.11717105 330.72846581],[274.51312469 340.79917468],[253.95006267 312.50698432],[253.04608115 311.37161669],[250.41861459 335.44773505],[252.12600591 344.15979917],[229.87218401 317.07924216],[231.00890682 314.75957441],[231.82782887 330.31001427],[234.28706132 338.55408001]
[498.28385677 332.90573345],[555.5974264  316.99665215],[593.38197261 272.34726618],[616.39760365 241.23832545],[611.58126888 228.64397691],[581.88160758 218.75700351],[588.80086402 156.25670293],[593.55248498 120.58717987],[593.74801709  94.37077093],[552.40360948 215.35336787],[580.72465914 197.65817689],[572.7874691 240.2680196],[557.66896077 254.97244589],[523.65453776 220.03224618],[552.76821433 213.74836706],[543.56636382 254.46874156],[529.47047099 263.92479544],[492.88668179 229.38332034],[517.0500807  221.54153479],[518.84458558 251.4638    ],[510.60096016 263.9713713 ]
[518.93819471 315.43680644],[581.62451564 297.89276599],[605.20158076 263.91966883],[613.12675593 234.65524567],[610.2601326  213.24496102],[596.62440254 199.66502684],[602.11848805 141.88782303],[611.95667121 102.89224737],[613.83384595  75.20301736],[565.34626145 200.14482955],[594.64986705 187.31730235],[595.98435673 227.90054802],[586.37837631 237.40436411],[534.93650338 209.41762722],[569.65238675 218.7609063 ],[562.85648702 255.77416576],[547.31171707 258.7103836 ],[509.46031658 218.45213487],[546.71390078 229.52645233],[542.9394578 252.4650442],[528.31037148 255.01916898]
[538.87547518 331.25190251],[596.37045556 303.27910268],[613.9192202  261.44855176],[620.84377909 229.1379855 ],[613.48727572 209.66043625],[603.9907032  200.38359711],[612.69229914 145.23053372],[622.3155571  110.43319611],[624.78933463  87.06522531],[579.65240503 193.73134076],[618.86099685 182.85872763],[616.91681983 224.37786823],[603.22128285 243.28333031],[557.27473359 201.41168335],[601.80825305 200.31294386],[592.92012322 237.6932615 ],[575.72439064 248.23879951],[539.86833508 211.84438309],[571.26643469 218.44337949],[568.43938833 249.42897858],[555.72501813 258.46530619]
[546.80072095 313.09548948],[595.50979342 293.21379875],[620.32044375 259.03799246],[627.56104483 231.78353477],[618.81348543 213.63861705],[599.59909801 204.19006624],[614.49673188 158.32350526],[624.64740525 133.86244292],[632.62966752 118.89016812],[581.06600492 201.23645025],[624.15825502 192.54970639],[619.46205203 230.75934483],[603.15661614 247.2684424 ],[563.29518772 206.09142106],[610.96971175 202.26768354],[600.96629054 240.1026224 ],[583.04958954 253.64150618],[546.94473087 215.94454057],[583.15572119 216.68086387],[581.52878243 244.04817916],[567.67525455 253.15237861]
[534.67876038 296.54293557],[586.00284677 284.31787819],[617.20489666 253.14231669],[630.0210657  224.97583404],[627.79329131 202.93206358],[602.29785497 198.92077276],[612.61501644 153.28924661],[621.47130835 127.96868646],[624.81782905 112.60851386],[579.60246473 197.79342965],[608.28277863 185.30140437],[606.28559991 222.15198975],[591.79862724 242.9237315 ],[554.72594163 201.58872229],[587.3109106  201.91339861],[580.81770538 239.83091755],[565.41649332 254.78950272],[530.88768687 207.71344522],[557.39928934 209.93135343],[557.05741053 235.45774042],[545.74269242 246.69875801]
[494.57890651 289.45198914],[541.67879234 286.91042784],[570.37738676 248.2794677 ],[583.26316688 221.27520094],[578.5627162  211.39690626],[562.30625566 201.8546369 ],[576.28533089 152.58744018],[588.93446409 121.4173584 ],[597.57541596  94.87365822],[539.28677847 202.7609998 ],[565.91942956 188.48163396],[560.92363268 226.94180508],[550.73634628 239.56726888],[515.37192389 206.89056033],[540.0275639  201.11393309],[533.76829385 238.06415414],[520.74895942 248.14574133],[487.83185151 209.79859288],[509.55335667 203.8401691 ],[507.73698596 230.59852052],[497.69456577 244.72223805]
[451.83931196 313.81615855],[504.27995166 310.23804898],[539.31580767 263.47599999],[557.33280561 232.99424197],[546.87828924 220.03852563],[530.28533256 213.66253923],[544.15339205 162.98147861],[562.01980532 133.36833492],[577.25088269 105.68324356],[505.53316663 213.35702787],[536.76658389 176.06348776],[545.4044153  188.37605467],[543.24721354 183.79705757],[480.53472699 217.66210959],[504.23260915 203.69190685],[502.54242341 246.89199997],[490.46030724 260.38921641],[454.61032686 222.77465211],[474.01929228 217.41966185],[472.99750086 250.11352663],[461.53926525 264.84019422]
[417.6227052  313.90272979],[457.51683614 311.23126139],[482.68918544 268.57920836],[491.1595112  245.43427991],[492.42083525 244.43239383],[500.16782139 213.50310438],[518.87999537 162.37035822],[536.98325854 130.61478425],[552.3960879  100.62677917],[478.33645315 213.24216629],[495.56084252 193.17244942],[483.33165947 220.59734608],[472.10588316 225.13928395],[453.19865667 219.332267  ],[464.1877261  214.72000818],[454.92610152 252.29135453],[443.99582491 262.6874125 ],[431.79176717 223.63722873],[442.26440486 219.63521611],[436.70786585 227.45059256],[423.9459618  224.10546862]
[383.15382736 322.5532555 ],[428.15707158 312.3602059 ],[459.18215895 270.31019282],[460.37328129 243.99731077],[449.30750733 227.6684043 ],[466.6421437  215.23003553],[466.58075836 171.83216724],[477.50673323 143.79024787],[490.97719144 116.038921  ],[446.35510869 209.64859478],[462.90895085 172.0044447 ],[469.25129402 173.06580514],[469.55361005 163.760968  ],[418.37046366 211.19234431],[422.48265598 199.17493255],[422.06378117 236.85666632],[417.0351584  252.64976896],[391.33736232 219.00415395],[398.34547885 209.82093835],[397.2163675 233.1497673],[389.28098679 247.99679852]
[353.44725329 295.18634573],[408.23925261 296.00868721],[435.79337387 262.81177717],[434.55938581 239.75633601],[412.88795131 233.14054973],[428.22517351 206.66040482],[430.39613147 162.98163176],[438.5353637  141.61512301],[445.13116211 123.36161533],[402.68434087 199.64347586],[418.46480442 168.91166404],[433.35251412 156.58244624],[442.73062673 137.23315533],[371.86484677 203.42763936],[388.62718373 205.69277027],[396.04115448 238.00889222],[394.55581867 248.52262127],[342.77411914 216.16841201],[359.76830183 218.75020857],[365.9658742  241.41973059],[366.36276564 253.46463425]
[331.23886696 289.41247418],[387.66014913 283.97755056],[405.3951393  256.43166764],[386.74808399 237.35223472],[362.73261837 233.39266178],[394.66593351 198.48221441],[395.1353414 159.2665639],[401.48199225 131.3307089 ],[408.03026475 104.72349227],[364.98890355 199.36110488],[376.47444075 195.88427085],[381.51291552 234.64090785],[384.12580243 248.18851707],[333.76061853 206.64896337],[349.2232153  215.98493593],[355.00542484 251.15436478],[354.63375739 259.19938553],[305.535245   216.80600217],[322.05716308 222.54555646],[326.67731139 244.80395545],[327.10690417 251.67495034]
[297.42267137 291.04885204],[347.06190247 290.15416312],[365.24927273 267.47183425],[342.75314974 246.55830914],[319.48970908 239.98140571],[360.24254552 201.9048822 ],[359.72688927 161.59314705],[367.48709238 134.88297016],[377.86933833 109.35081927],[329.23741726 200.1707547 ],[339.3270497  190.61678589],[340.92024343 228.40587184],[344.63151704 237.4537527 ],[296.11815675 206.57572435],[307.78952847 212.76239115],[313.81266407 246.67109796],[318.22075311 249.99221738],[266.03468579 217.29008946],[279.80759542 221.42610445],[285.78790433 245.44622913],[290.05262086 251.22056538]
[267.91611619 297.43809753],[315.31916522 298.20315326],[329.95944833 272.26021665],[308.21992811 249.12889977],[284.2334832  240.40904209],[326.96093856 206.25393868],[326.6971124  163.89237491],[333.16626038 136.54108867],[340.77083449 112.78650883],[296.67636662 208.81172849],[297.33837034 193.67781718],[295.20326242 232.57545514],[297.75605104 247.6047276 ],[264.55379655 217.18125958],[272.48897801 210.71784768],[274.71862994 245.43601707],[278.2276389  254.70156547],[234.68685129 227.16585228],[245.01012798 221.29683798],[248.34305747 244.41254903],[250.51497457 254.79041164]
[218.00311316 349.10074817],[256.11560389 315.7262645 ],[271.48944577 273.91746485],[268.65582034 232.01593641],[250.28669859 212.51939866],[291.22044491 218.65142162],[295.86936474 170.63251633],[298.28027174 136.75096869],[302.05270243 101.99094145],[267.95870879 220.25935722],[271.83272315 175.55740315],[268.37307751 181.53715557],[267.81194842 185.72679985],[240.59374752 224.36099897],[234.134023   183.69239321],[230.14615762 209.28748946],[228.3668894  232.08106144],[212.70635278 233.45610058],[211.0787465  202.36547307],[212.00070949 219.61459307],[211.3916093  236.01267282]
[206.58532311 322.64837054],[250.44864933 305.53448777],[262.92248973 270.1811446 ],[248.61422626 240.24549199],[228.280276   223.54604453],[258.95390313 217.25488982],[264.13836776 171.20360532],[264.99043783 141.66978093],[262.83991641 115.37671829],[235.27793738 222.4731571 ],[234.03638919 186.25672826],[234.81515123 212.05974646],[234.08685302 224.77708335],[207.96407375 232.28011343],[205.7125522  204.70803979],[212.05938155 236.75828549],[216.11531451 251.81738033],[183.44023519 243.12638719],[187.21100307 226.82666692],[194.29511212 247.34773177],[197.06120278 260.22709326]
[189.03099421 319.04544968],[236.53554476 304.35062909],[247.20581287 271.19740857],[230.17080828 238.46511121],[207.81962862 218.5117611 ],[240.44293268 219.33676149],[242.84923714 173.15779817],[248.24619348 145.26474235],[249.63871331 124.18164092],[214.56879354 224.26422   ],[221.60291829 197.78923208],[223.82180869 227.18419826],[221.91657858 239.78180942],[187.22402701 232.19316151],[191.30958312 222.38345809],[196.62624753 258.14542854],[197.31945062 270.35110603],[159.89068144 238.34069581],[170.47750798 233.46190114],[178.54428841 255.01251466],[182.0154301  265.69514736]
[177.85937679 326.35958093],[222.191405   309.31753461],[235.26681021 275.07177552],[216.10568315 242.94773506],[186.50592932 222.24725909],[226.35557912 223.23372942],[230.96754291 177.24421248],[236.52752246 148.77586687],[237.7873742  129.74846579],[199.67784639 226.94483176],[199.47697992 204.17108506],[202.85228224 241.59237937],[200.20136375 258.91710093],[171.8298667 235.0317839],[173.83940055 221.4810361 ],[181.97414036 257.66820888],[181.73014828 271.41580649],[145.3012052 241.8132172],[152.8782108  236.13957495],[159.80374662 260.3613134 ],[159.89197989 272.20264844]
[161.90085095 321.7450976 ],[207.08605715 308.46562366],[218.30884459 272.70061547],[199.83099467 237.59590991],[178.30225903 208.78636315],[218.17027254 222.62124239],[224.04343718 177.09004077],[229.29312691 151.97184633],[229.44105913 135.29515874],[188.02127786 224.7620823 ],[190.3819405 207.9467302],[190.12662549 244.21975232],[185.26153962 256.38932446],[158.71266429 231.1747716 ],[160.6071648 229.5878145],[165.73887545 265.24788927],[164.88659332 272.93265816],[131.21919517 236.34708455],[137.6762832  240.33032377],[142.16643302 267.02576749],[141.07511627 274.17467686]
[151.24039318 319.33535069],[194.44546282 306.09929908],[205.59272873 273.03901007],[186.33378518 241.25476622],[160.32468041 218.27145617],[204.54185283 224.28965185],[207.76189937 179.30527154],[211.48477786 152.35702451],[210.67906515 133.07839395],[172.70321939 226.18545098],[170.64626166 217.8463617 ],[172.44841277 254.99154972],[173.08231654 265.05494448],[143.83371105 233.1737572 ],[143.9558301  233.79810776],[148.89226926 267.32568026],[150.20574454 273.48360148],[116.93266562 237.85368218],[123.06670399 240.94876078],[130.68964047 263.0791501 ],[131.9484317  268.13004564]
[133.72739575 317.63692788],[173.61199475 308.37751765],[180.40322836 274.85077557],[163.62031006 239.65157769],[149.67918921 209.15921273],[193.04800224 226.83361517],[199.08415685 180.27946689],[201.81182214 149.6054232 ],[200.5746679  127.75712498],[163.57857663 227.47722401],[162.43010572 196.85994816],[160.23389291 226.59403691],[159.45379101 245.98252377],[137.31602056 232.77007218],[127.5170085  218.78698927],[131.03865534 253.66080931],[135.01192165 272.10355899],[111.66258872 236.42656654],[108.33629647 232.87027153],[113.44472541 257.54570667],[115.76614272 272.10792915]
[128.79007568 311.11572775],[164.49663061 297.61609592],[171.17641445 264.70962443],[152.72466533 234.07027255],[135.94576015 205.4927063 ],[194.44007045 222.34432476],[200.76216964 181.57575036],[205.21952791 152.5169725 ],[206.9545956 128.4861124],[164.33131798 219.34132381],[162.31709434 193.94851713],[159.55229321 223.07110801],[157.42126174 239.88515117],[135.15290944 222.55187158],[127.75967611 212.4297808 ],[130.52834431 245.00877934],[132.85970196 259.51248624],[108.03992746 227.67696683],[106.33702749 224.68873106],[109.6405486  248.52252493],[110.91425041 261.93365088]
[133.09841059 310.23195961],[178.967668   292.89347242],[184.83739815 259.06264906],[164.68940922 225.93697939],[142.9133174  196.78550389],[190.02255233 215.82511082],[198.49148895 172.14798194],[202.22518074 146.05781176],[201.24605298 130.17557329],[158.49296373 217.55598798],[158.16745969 196.94711092],[154.46818313 226.26973216],[150.11820885 240.32673159],[129.44583021 223.92518783],[126.56934198 220.78763807],[130.01718633 252.82647822],[131.12015429 263.30740579],[102.3175686  227.55236079],[103.71955752 233.0378625 ],[108.70433874 258.49192133],[109.65001159 267.7054554 ]
[135.95547484 313.06419224],[177.07988659 297.68179908],[183.1583978  262.96219088],[162.58424434 229.90554959],[142.55456186 203.73127842],[193.78646642 218.9907547 ],[204.71559301 173.21340025],[208.62111225 144.25472164],[206.65247398 125.26493501],[163.73772939 220.63494706],[162.70717338 197.79809767],[158.38645512 228.83891959],[154.06621151 246.26025242],[136.51492736 226.53667376],[130.70976625 216.6335688 ],[132.55451363 248.80112623],[134.01990508 263.56690824],[110.32568542 230.85737042],[108.0229352  227.78184436],[112.27770132 250.55147121],[112.64965289 260.93978995]
[145.13661857 307.67513379],[188.933607   292.81476684],[192.78443676 259.65753961],[171.72296699 228.55929692],[148.83895555 204.20772157],[198.26642565 213.75097748],[204.78411267 170.30886705],[207.21394416 140.18393667],[204.75877176 118.91856321],[167.24581321 216.8388196 ],[165.1607545  200.17084095],[162.20784102 232.76743776],[159.73056937 247.84440462],[139.74590758 223.94425296],[137.30391384 215.94893991],[139.28720653 246.80677411],[139.98206832 257.28354826],[113.78619047 228.84740626],[115.76102012 227.12895745],[119.6177531  248.78372353],[119.15283375 256.68223056]
[146.03543746 300.56051469],[186.7576492  292.22706419],[193.43662529 257.99981917],[171.78859895 226.29276425],[149.42467986 202.3641748 ],[202.22483958 208.61080292],[205.1666917  168.10704258],[208.79037997 137.52593066],[208.50917621 114.37515087],[171.55317467 210.64921924],[166.27221805 196.92705069],[161.94408193 227.52494547],[159.89624695 240.18467391],[143.13578882 216.76361545],[139.24591911 211.58995975],[141.9928087  242.64198288],[143.37886405 252.02083707],[116.93115148 221.72947428],[118.60498933 223.40298768],[122.72372477 245.39355276],[122.19518696 251.75157077]
[151.24592617 305.69916894],[196.21090324 290.32663977],[201.13897053 254.07278222],[182.06571668 222.72173603],[159.84592191 197.58481976],[205.52326563 208.09604072],[210.01634064 167.40318032],[212.30750942 136.17090134],[208.89888205 112.10019417],[176.32640598 211.17533251],[173.06623518 191.92811971],[171.25971007 223.62929711],[166.02110976 238.28822105],[147.72227242 218.34724035],[145.97540778 208.98111009],[150.47500142 243.35548125],[149.76037126 256.58555128],[120.35274006 223.67524382],[124.28319102 220.39850381],[128.62106095 243.2530641 ],[127.87092023 252.66801033]
[156.14351287 303.24835024],[200.32435321 287.787904  ],[211.89143157 253.06519235],[195.9635153  221.34586008],[175.85587318 195.26707179],[214.78339709 204.24766153],[219.58233379 163.12363308],[223.77440336 135.19244971],[224.24323046 113.00204257],[185.55417394 208.26454115],[184.10968631 187.31989706],[182.69633968 223.35571177],[179.982428   239.37472471],[156.72177458 214.84177246],[154.0283724  205.83374901],[158.85268469 242.27000642],[159.69708338 256.11376816],[128.5684192  221.01443403],[131.35978866 216.49998095],[138.50193161 241.40023787],[141.29576543 253.55634378]
[170.11162078 306.12120127],[211.2652861 287.5498729],[224.19157725 254.65068925],[206.41009152 225.24055463],[182.01339655 198.53179869],[222.99001065 205.54243475],[230.99290913 164.46452521],[233.55644258 134.37834343],[232.391616   112.18343357],[195.80720511 209.61255127],[194.0381792 187.4742146],[191.69360845 221.05968454],[188.40976771 237.69561575],[168.53562187 216.827998  ],[164.92842822 205.04780063],[169.39636    239.36272455],[170.62651422 255.614511  ],[141.90087325 222.67567662],[141.09012087 214.69199721],[147.01401566 239.19318434],[149.44377675 254.31575179]
