[220.80988275 411.44018879],[254.58638012 408.68501057],[267.78552521 374.4485495 ],[247.00968324 345.96475169],[220.8547773  319.54881042],[276.60977703 310.34694104],[294.40368798 269.53752178],[307.34001912 242.2773787 ],[319.55957939 219.79450671],[244.90172169 307.20110824],[237.82636721 250.81257823],[237.43522325 209.69789924],[238.86196098 173.13125562],[216.20764004 318.10563683],[211.36544007 298.6967972 ],[219.58550637 338.32766541],[224.39781427 358.03150275],[189.63779681 330.89813922],[190.05459848 323.94000747],[199.73530983 352.4931592 ],[208.56991923 371.86641941]
[136.47009435 271.05348174],[158.59240949 261.27697595],[166.78680864 232.70431656],[152.01388138 204.40936403],[132.20858239 175.9966485 ],[185.23414368 186.23867532],[201.31018104 154.15788046],[213.73442264 131.748316  ],[220.21503967 114.29012898],[158.37714945 181.58204797],[154.97661356 137.78110278],[152.39505013 108.93704338],[146.87374065  89.36432243],[134.14185266 186.50517723],[115.88308155 172.96016358],[124.64157259 204.27236491],[130.31354582 223.83491212],[113.61025152 194.89047925],[103.96618446 187.18066043],[111.1019073  209.86152127],[118.45179079 226.80450989]
[115.41268451 270.78756497],[129.33694862 262.33063621],[136.84710403 236.01572477],[122.39257246 208.59618602],[104.70047053 176.57249791],[164.75055418 192.02657846],[182.59350039 155.86785643],[194.28776875 131.52004298],[200.80274765 113.5861626 ],[140.24372753 185.25312709],[132.24239402 137.96559097],[130.53772891 109.16144284],[126.39314486  88.45580829],[117.73598513 188.26367566],[ 92.52452544 171.12537096],[100.17337792 201.96779339],[107.15844646 221.6327146 ],[ 97.57722679 194.70118378],[ 79.15743067 186.46491719],[ 85.04985901 211.99012135],[ 93.05438072 231.98561456]
[ 98.74526943 268.30751681],[117.03883008 261.27769324],[122.92833817 236.16675109],[104.63886615 208.94654776],[ 81.29719102 181.03192586],[143.85739486 190.84714101],[162.2783997  158.27253376],[175.50690173 134.46520246],[183.24309092 116.268096  ],[118.21780522 185.5352548 ],[116.07243438 139.66638317],[115.04827682 111.14223043],[110.58245316  91.9277564 ],[ 94.33729345 190.09141694],[ 73.58035444 174.86011122],[ 79.77749317 207.17823395],[ 83.83697315 225.68016236],[ 73.68048365 197.8404447 ],[ 60.24630817 188.10100175],[ 67.1757047  212.29842846],[ 74.56943629 229.8496386 ]
[ 83.82116717 269.04447473],[102.28403239 262.33599702],[109.31263644 236.48485558],[ 94.26478158 208.79240663],[ 73.97682572 182.49251209],[128.29149471 189.51411791],[146.25821864 156.55730765],[157.92904478 132.65190857],[163.83705378 113.10300629],[103.51890029 185.50267885],[100.05048111 139.57979549],[ 99.42995141 112.60526339],[94.97992128 91.44422784],[ 79.16400357 191.35712554],[ 58.36273684 176.57372264],[ 64.76266847 209.45102471],[ 67.03399254 227.34612889],[ 57.00950524 199.60682034],[ 42.99139982 192.07181319],[ 49.10697953 215.94293373],[ 54.81393126 230.63454447]
[ 58.55579325 282.90388644],[ 81.01372049 268.00657141],[ 92.31171694 245.02507256],[ 78.07796442 217.86907504],[ 59.49157067 195.62777574],[108.41872844 202.16458582],[131.77433562 169.33914552],[146.57634892 145.76209266],[153.25968046 127.47363246],[ 81.11973894 193.02321611],[ 76.94882641 143.30798952],[ 77.73315503 114.6079191 ],[75.81237677 96.90537209],[ 54.30895857 195.87217922],[ 33.31471903 180.12938094],[ 39.72361056 204.16356202],[ 43.66976452 219.05455217],[ 31.83733237 203.15308346],[ 19.69877108 194.90991944],[ 23.9862357  214.43200031],[ 28.31202456 226.81442856]
[ 50.57872459 327.16745773],[ 71.34177066 290.80630115],[ 77.81636519 259.92684295],[ 65.22973733 227.40435142],[ 48.21302737 204.5345523 ],[ 96.8849076 224.7618889],[117.20752386 179.30217888],[131.01023779 152.51007262],[138.62640688 131.64802077],[ 72.9815011  222.48624183],[ 66.71324154 161.91537761],[ 66.19161302 127.51416211],[ 63.0694534  106.75420204],[ 46.31029178 228.42359993],[ 22.79380384 189.39120373],[ 23.277632   213.05705273],[ 23.62077982 234.7767505 ],[ 22.70003481 239.52871445],[  9.85351483 211.27309966],[ 11.99981387 229.16247826],[ 16.437653   246.70340065]
[ 39.16838329 349.58846596],[ 65.14144998 321.27965868],[ 70.16099117 285.56474274],[ 57.6150169 254.6721848],[ 47.85336774 229.83328986],[ 85.66510058 250.03830006],[104.76577338 201.88178034],[113.11996595 173.58034206],[118.37344859 152.60785865],[ 66.66956884 249.86271151],[ 50.35812012 187.96873058],[ 37.83360562 154.56056094],[ 31.608719   124.70870109],[ 42.81943116 253.80474697],[ 12.43749297 219.87684311],[ 15.43323233 249.30576307],[ 26.43440812 267.83968369],[ 22.6205233  259.05154836],[  6.02435378 240.08314861],[  7.52670101 257.56135897],[ 13.51218671 266.84526874]
[ 36.74006944 305.54944785],[ 62.35215268 313.49339935],[ 74.06563469 299.33371739],[ 53.68694585 281.46216505],[ 30.53812868 259.23652864],[ 89.00104799 253.55643039],[103.08328178 219.16196636],[112.56588431 195.48801612],[120.70535794 170.9011708 ],[ 61.84165706 246.3741813 ],[ 52.10906382 203.72778179],[ 42.50532861 175.59764298],[ 36.41712412 149.962043  ],[ 35.35745315 243.24257293],[ 21.11652103 239.73993585],[ 30.17537695 275.81145482],[ 42.25747897 294.4960426 ],[ 14.70136499 246.69481931],[  5.0647718  250.83901551],[ 12.82888398 274.26666914],[ 24.17567563 286.75021325]
[153.86636418 380.13631506],[244.29178764 358.67541508],[305.43250205 358.77264279],[317.72632273 351.27268038],[313.56295209 322.87751574],[235.18644243 312.43707778],[218.70083264 257.06680107],[208.14859041 230.27525273],[191.92080322 213.21028038],[161.41112435 301.84977237],[125.43272467 248.47379079],[125.17480072 222.83790526],[123.77223786 217.62304883],[105.91300917 300.87408393],[ 75.2690047  258.74227584],[ 78.8843936 249.3885326],[ 82.34288546 256.97511362],[ 64.88966435 310.4617061 ],[ 37.97527702 289.2977588 ],[ 42.52792637 277.94673407],[ 48.90355902 274.30695704]
[ 39.12793376 353.92987512],[ 64.30036537 350.13989884],[ 66.18690794 321.99291368],[ 46.38605575 297.08455076],[ 19.4126533  269.84727368],[ 88.09731659 274.60652391],[103.24210083 240.53890848],[116.24836516 214.9628696 ],[123.59446316 193.60366914],[ 62.46977185 272.5734248 ],[ 51.30663672 226.40569508],[ 47.09191451 190.90055232],[ 39.36917897 161.77958359],[ 38.98419672 277.30864773],[ 21.63677837 260.89188712],[ 28.73488435 292.28139631],[ 32.24786607 309.40472779],[ 18.53120902 282.85944262],[  6.18597735 277.49164242],[ 11.50392748 300.54165831],[ 16.752707   315.08218729]
[ 39.64650923 384.12286682],[ 61.7766792  372.51052976],[ 67.8974979  338.48866034],[ 52.15059167 310.22542265],[ 31.36144995 288.75289599],[ 87.64714806 291.49366633],[106.05411198 252.3841095 ],[120.39068973 225.24164908],[129.19347449 203.46433634],[ 62.84476306 289.42820103],[ 56.10543923 235.65477337],[ 51.07779818 201.6740943 ],[ 43.45340483 177.14878572],[ 38.26112438 295.89033521],[ 19.32917611 271.71186373],[ 24.12766225 303.59248904],[ 24.91643342 323.90586344],[ 15.74511576 303.91522771],[  6.11158446 290.30154677],[ 11.93200497 314.84072636],[ 14.81090356 332.83230381]
[ 49.70336178 401.7432266 ],[ 72.69487679 388.557212  ],[ 75.85237743 356.34993563],[ 56.79040749 325.83083937],[ 34.73124636 302.23938745],[ 86.51072952 303.60952384],[104.13226594 265.31246271],[115.96206988 237.30300354],[121.68413582 213.86403173],[ 60.22098797 300.14331706],[ 52.9341108  249.23895673],[ 48.6071282  215.43592977],[ 43.83591029 187.91069244],[ 34.54443377 308.09486726],[ 22.95308727 284.34674108],[ 30.29080414 314.09008739],[ 31.29072731 331.98543877],[ 12.38993137 318.76502515],[  6.38466307 305.74416635],[ 15.99695733 326.33694999],[ 19.9622149  338.19659581]
[ 43.70423311 407.73121819],[ 70.10268231 393.83774951],[ 75.18351168 362.62913662],[ 55.96450033 335.52861715],[ 33.4199094  314.36085725],[ 82.68993077 313.10888003],[100.40957634 273.11661346],[115.03922528 244.9493627 ],[125.32730061 221.17217078],[ 58.42703435 310.55796722],[ 53.98805448 257.3911873 ],[ 50.05457717 223.38680481],[ 43.20585467 198.71287595],[ 36.25886048 318.93258341],[ 21.62581161 293.30436256],[ 26.80012866 321.89397804],[ 27.48694974 341.84810305],[ 17.30806263 329.87739518],[  9.16494673 317.0322171 ],[ 14.90308927 339.7084227 ],[ 16.62029591 357.21981366]
[ 47.78430526 405.58915447],[ 84.69861212 392.48137121],[ 88.45196996 359.084764  ],[ 61.07457873 336.13302265],[ 34.5944396  319.29940399],[ 94.13701559 309.25940981],[110.50072935 276.72705409],[122.66958425 252.52380447],[131.46756803 228.65314089],[ 64.44841805 304.85760307],[ 60.66066415 255.88067041],[ 57.01885637 222.96143477],[ 54.07802565 197.10534331],[ 37.96613196 313.23424869],[ 25.94393411 296.48122895],[ 33.71178771 324.56563797],[ 38.02414748 340.25128619],[ 16.74570165 326.29646202],[ 12.59214087 316.77408209],[ 19.55575001 338.21307174],[ 25.46335738 353.43414323]
[ 65.06412605 404.76812854],[ 92.01579189 390.29783823],[ 99.42288625 362.16485403],[ 80.97714975 335.37393808],[ 56.12635602 312.89007802],[105.63338289 308.61979627],[123.03043477 273.4664345 ],[132.77472929 244.5090453 ],[137.53330739 221.2534981 ],[ 76.90716217 306.59650805],[ 72.3264289  262.41673454],[ 66.2560891  230.01305374],[ 58.93319    205.80441276],[ 51.86444332 316.48658763],[ 42.25362855 301.59373763],[ 52.09688564 331.64707213],[ 54.3855386  351.37609782],[ 30.2305228 328.2876354],[ 26.50625007 319.51910217],[ 35.49994244 341.15441534],[ 40.95398146 358.46207422]
[ 88.09002509 397.8528223 ],[113.15784709 390.99440843],[122.66812808 363.57617709],[104.76762747 338.68760545],[ 80.9126398  315.65512048],[127.62294284 311.68681648],[139.05376285 277.99305269],[145.72690953 253.05631814],[149.60360345 230.90604129],[ 98.90026536 311.11638493],[ 96.2841787  269.31065208],[ 94.06774275 240.55358046],[ 90.38587657 212.97670829],[ 72.16417722 319.07956618],[ 61.8295483  307.71481527],[ 71.38158666 338.77480936],[ 75.56420913 354.38142188],[ 48.47926279 329.1144698 ],[ 43.14293989 326.14173072],[ 54.71986502 346.61178287],[ 62.86251201 359.1289745 ]
[105.46791497 403.76434197],[140.29625009 391.0694769 ],[145.88780233 360.41408003],[123.43441031 337.9837149 ],[ 94.69530472 321.01091503],[150.56560446 312.27933221],[163.73566902 280.48641652],[175.05420233 257.11835172],[182.33857605 236.80214499],[121.71688851 309.9105263 ],[114.54529536 267.79592118],[111.7685426  236.44755413],[106.04222899 210.45415744],[ 96.41766736 317.43994366],[ 84.49818832 307.63400246],[ 96.44099386 336.1324804 ],[101.56078158 349.88050702],[ 75.18712624 328.88002688],[ 69.84605075 322.34910381],[ 80.00547959 342.60377048],[ 86.2524653  356.91882543]
[123.75600978 405.01478276],[164.86711416 393.0480592 ],[175.24911873 359.57758795],[153.32210849 338.00512312],[121.20509806 325.24048729],[171.52614215 312.15613232],[185.62769927 277.47259245],[197.09757502 255.26341691],[203.91174734 237.02304497],[141.08188774 309.44333846],[137.33835211 266.17800382],[134.99372429 237.07662752],[131.59954418 212.65204892],[116.81662544 317.92942529],[112.30793842 307.04630051],[123.94229128 333.41222479],[129.93168455 345.06961658],[ 96.84046773 330.7009177 ],[ 98.20775523 325.50302007],[110.18560622 346.11447469],[118.332733   360.42919952]
[151.66031381 409.66723317],[184.92328712 393.83286439],[195.78639218 360.97093801],[177.80695371 337.36148819],[153.92936315 324.05255179],[191.00107722 312.3818836 ],[207.17797559 279.23916076],[215.29941952 254.34640076],[219.72724116 233.08367592],[162.95160494 310.10207171],[158.95248345 269.13582467],[157.62560251 237.54464272],[154.52753966 213.55880839],[141.15407599 321.00088712],[137.013346   304.19345786],[150.32825791 333.40738189],[155.68550862 353.07934902],[122.6015516  337.43817724],[122.87439341 325.61481928],[135.79144981 345.53314832],[144.63315222 364.4837471 ]
[173.08347441 402.1278942 ],[207.00764969 387.70643944],[215.45696277 354.20979086],[199.03950954 331.62751359],[175.7445654  317.31675563],[212.05166801 312.72969712],[227.86029136 275.59612023],[238.43366443 250.93633636],[244.33239222 230.41757219],[185.08267588 312.767324  ],[177.77156648 268.67927661],[174.84576416 237.61755775],[169.34940879 210.95354886],[162.82727042 321.63488881],[155.67786978 305.33032965],[169.61141588 333.50962932],[175.2139871  349.41404519],[143.1785073 333.6122191],[141.30787496 322.0648941 ],[153.17316513 341.96724824],[161.10228116 358.27416905]
[196.48032135 394.23689436],[225.25135062 384.23483587],[236.10454542 352.57764312],[221.48987575 328.6606786 ],[202.72222188 314.17575281],[231.92471925 301.32859472],[248.84675189 266.55290348],[256.76065519 242.25332873],[262.44899879 222.60181923],[206.71409639 299.55120088],[205.79106488 257.85865009],[207.78671639 224.70080794],[208.33311726 199.77381441],[185.10550603 310.82947791],[182.50680371 292.25339462],[196.58131116 319.72001735],[201.9358802  338.77128196],[165.53631274 327.69507436],[171.18887061 316.87114235],[181.79073472 334.59182645],[188.82197835 352.67445563]
[218.66699033 395.46645248],[251.29789375 382.23262518],[261.79945209 351.9215488 ],[247.62117967 327.70233266],[230.10396885 315.47972475],[259.75710027 307.46477995],[275.20335394 274.80800114],[285.25110378 250.36682636],[293.37748005 230.7137293 ],[233.4127093  304.46462305],[234.6233724 265.9148119],[237.24221085 237.50278237],[237.69909966 212.39813615],[209.81117328 312.28226752],[208.53230133 297.87976273],[219.1067268  327.92736561],[222.83338623 345.80967856],[188.53123513 324.88750717],[194.1710437  315.34025401],[204.83597473 335.37696674],[212.22735322 351.66037019]
[239.46009977 398.25734213],[277.03165297 388.76567332],[286.20757637 357.65257189],[266.80971027 333.86707281],[245.75737045 321.80565457],[283.64213519 311.33158938],[298.10500036 277.68901896],[309.23718454 252.37025601],[318.18315243 231.02347526],[256.29530165 306.37412421],[259.07327284 264.05164251],[262.36855971 234.30711658],[262.37270159 205.71270675],[232.90709493 313.51546791],[234.40346026 299.08151218],[244.0785879  329.71471947],[247.08260413 345.41632866],[211.25335717 325.34394634],[218.19971284 315.74554295],[227.91311295 336.26714328],[234.09886893 352.59820566]
[266.97821418 397.75420707],[300.25706142 386.21322538],[312.95582208 352.85277729],[298.13306138 328.20786374],[281.99641155 315.48363415],[313.41424711 311.48654683],[328.34964908 277.92242634],[338.79630477 253.28156585],[347.94443043 231.8337226 ],[287.49713026 307.01658167],[285.66774623 265.73380031],[287.77025675 237.30977599],[286.98118118 209.8795537 ],[265.56168156 314.91433174],[265.21707412 299.80675442],[274.03850091 329.56138234],[276.62222993 346.24213689],[245.12829376 327.72230127],[251.44108967 316.36849239],[258.72453173 336.48808321],[262.28601905 352.89544718]
[288.1574237  402.66313953],[323.09846543 392.55297441],[334.92242618 359.31338329],[321.24123706 336.27606021],[305.28679316 322.1981647 ],[331.45599479 311.82615903],[346.88136001 276.8776136 ],[358.95514462 253.46303728],[368.22823825 232.40523427],[306.71409929 308.96120527],[307.82235916 264.27671112],[309.27493575 234.50412625],[308.38629856 204.84299921],[283.7619943  316.81698373],[285.83864017 299.15355638],[295.64276268 330.59355056],[301.38868041 349.95664295],[263.55873602 328.46922458],[268.77584855 315.80269682],[278.7517537  335.53215072],[286.73065841 353.27102457]
[313.13690604 386.00119519],[346.47738753 381.24289497],[358.84890957 352.64225129],[344.70514193 333.68480067],[329.49500728 320.83860178],[358.7837424  308.41109145],[375.36072831 273.87129228],[387.69430632 251.85178794],[396.88226022 232.52154393],[333.54635324 304.34104376],[333.61210722 262.5090519 ],[334.11663124 232.88527047],[332.22772884 202.03809702],[310.47540553 311.22628726],[313.46815902 296.62031216],[323.56371534 325.61057008],[328.106648   342.38350426],[290.78428588 320.00446305],[295.95517574 309.83253716],[303.13755659 327.27076525],[307.57039812 343.31629198]
[321.94658909 382.25135501],[357.66503085 377.47379143],[371.55641355 348.34211683],[358.5105542  326.82205654],[343.98541169 312.61301879],[372.01283904 304.5966045 ],[389.27046193 273.65091519],[400.91786279 251.97154832],[409.88808157 231.78819653],[347.778904   298.52048596],[348.43983353 257.45707136],[350.65230897 229.66618858],[351.53406471 200.27153084],[324.35373767 304.8730958 ],[324.26275684 288.69532556],[333.12175283 318.01113893],[338.20015228 334.68704099],[303.73562051 315.00002965],[306.8129415  304.06631964],[315.33363979 321.87044849],[321.50572768 338.16355793]
[329.43723309 381.09613677],[364.91195915 376.55736683],[378.67471716 346.92701893],[366.12808491 320.71768547],[352.52250775 302.96944532],[383.8480661 304.289772 ],[402.4742351  270.84646975],[416.39987063 250.20385364],[427.67670524 232.62313138],[359.77324372 297.46014879],[364.00824797 252.9072397 ],[367.93690668 225.00035957],[370.74305413 195.98027899],[337.46780871 302.88815734],[338.19836838 285.65129762],[345.01080053 313.5831086 ],[349.64226084 328.64995698],[318.02976278 311.08044154],[322.27962618 300.66525094],[329.13410616 318.27399049],[334.30317024 333.13292515]
